"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55"
0.201304215470965,0.00395435661828135,0.000253853457963105,0.593723638275837,0.864400447323372,1.81992464911601,0.0536379533678766,2.08251161033658,0.889802053665411,24.8788576781704,9.5931125056692,21.9540216187289,2.35544203324854,1.50129828784322,6.39628400467957,9.18875641738416,3.16823539004539,1.18439941205985,2.61765601360369,2.54351825467061,3.97007002093366,0.668524109569081,1.83719327203817,0.0593794442471659,0.141868992033478,0.307431224268565,0.109299213150899,0.0345588992663332,0.761129481586289,0.000154790905938262,0.0502403540871218,0.000184542994228168,0.0223734239528363,0.0387903413393518,0.045212968643437,0.0168715762748128,0.0107327839708942,8.00666053924002e-06,0.0160539273383763,0.00114661883505368,0.00398732837764782,0.00751944054985065,0.00561978655733229,9.53810582599397e-06,2.25166542289783e-05,2.08230251133708e-05,0.000365406240351981,6.21931169227205e-05,7.16469581448741e-05,1.70554072838985e-06,5.15412923202126e-07,7.13628902655938e-07,2.29730562736723e-29,0,0
2.57056531043757,0.126497411302335,2.71990020264882,0.0304083744319599,0.327371170713089,0.119065320250776,1.04981307811951,0.000543732278003617,9.06365997463013,0.0890513221264307,0.126834121933109,0.880035384599355,8.3280351923824,0.0521090274408212,0.578534893077012,0.585752742386715,0.00358210700033622,0.505788411336891,0.857849996523096,0.487624370139326,0.342593641715978,0.798510502274676,0.956516725957024,0.760169505898724,0.621129261339333,0.380874212199505,1.60328581933844,2.42437904774267,6.36554271305907,0.188325594911768,6.82024597627471,4.09366930406598,25.6746343669306,3.45272410527647,0.427273963623449,1.71673588378244,6.50118095976842,4.44314345833494,0.036894058550189,0.692091146707829,0.26167301625593,0.115126692265015,0.0647517366948505,1.21483305939877e-05,0.023506366230558,0.00469540151138454,0.0369240146926591,0.00182284217268277,0.013324139307181,0.000133922342834733,0.33504095295369,9.68879451432448e-06,0.0199729118130563,1.25780862545135,1.06225514967366
0.13493437111667,2.62820649356957,0.0856608810015145,24.9464203012132,4.1075294824721,1.4003241242992,0.328818002478186,4.51990120811885,0.927405375261312,0.0104164446886938,0.0218700208683822,0.530583553007908,0.000990583974737855,0.0702060366785364,0.087413066586878,0.0286401650531958,0.0767342542588585,0.0544864202004346,0.215557012193485,0.0211628052952833,0.0259750836474383,0.311872755004645,0.0119869801165516,0.0210598868500417,0.000321455403474316,0.0438124099498898,0.467621375966847,0.122616829452539,0.2481629185961,0.035359927165525,0.176509253584042,0.000259099283654979,0.202109173049374,0.18967605615041,0.0878635299282652,0.00282564072724955,0.0032101885847934,0.0847418999100338,0.0953911420701473,0.00444671534276093,0.0464922529903911,4.10084121941676,2.93303472410356,1.56100336569993,0.0937882719299084,0.00210077560681942,0.352466886474556,1.8297005980186,44.9557113434406,1.70246925293399,0.0425368534187417,0.0467715328453488,4.42933227347582e-28,3.10633240730217e-28,4.47899082691557e-30
4.29946429757834,0.0821038311591694,0.186460250973693,2.95890827993608,0.186548306187221,0.237066368305549,0.0112450054920437,0.0454362924407269,0.0013221464373013,0.40155004166987,0.000479261032195189,0.0234301152947918,0.00687960501199019,0.0093553652810382,0.0138442014852552,0.000539114000298085,0.127487423263932,0.0249325475258118,0.0230608290741001,0.00986701594794985,0.0222935804653188,0.0275979744320895,0.00298740591739188,0.348684670905105,0.259138426159087,0.0853478681083794,0.00187194915285857,0.533216745734493,0.868909491209526,0.357922183209019,0.0631762413798892,0.0235959992211212,0.647508471046127,0.0983106867657296,0.126360671276964,0.106072192190441,0.00359777882929802,0.979217313965494,0.00135154814212718,0.392874015348345,0.18342104804195,5.46560299904004,2.26974214389804,0.495421228374564,0.439275683009005,0.215164651681241,13.3011712802492,7.83692793146351,1.90508248873403,0.217730609987284,0.0211544819704765,54.0492899419945,5.07729929977859e-27,6.59567125181501e-28,7.5020075552596e-28
2.03890893403881,0.552361521835704,13.7718684308008,0.0242856794291934,0.236550755806857,0.0168250663225025,0.112513411188509,0.0309461570851517,2.5544806807259e-08,0.0305137284400416,0.0804156860660836,0.0924765032568065,0.1418895402856,0.0389834831775864,0.799140198321683,0.26603055269966,0.361062271542432,0.0736032635842394,0.592956566798284,0.180818899731484,0.340218402758317,0.515460141639492,0.445216528593962,3.58663656319536,0.0740521669378999,0.153343191272787,0.58939678182953,2.74151986625581,0.115940075151973,2.49594291787819,0.0594170663609489,2.15682433988486,0.0353904682462981,0.958385392078685,3.46217180955219,0.00829266820999679,0.0491963899252477,1.17354364720932,6.30639582079517,4.04813662762101,1.97409656785832,0.410918629620296,0.564701948115432,0.962455574386321,1.21710463504153,40.1623351930699,0.115428769080204,0.227099423744764,0.12268180095579,5.47838813347674,0.00699779882471882,0.000159984472804922,1.67092630475006e-29,9.39077093213723e-29,1.05063470445139e-28
0.591077961210808,0.277097122766762,0.610668353445529,2.00727069357648,0.213033673561106,4.42269728490946,3.53823157978288,1.6332225949419,1.72209870462304,3.0766358125775,7.00751221044075,10.6484221539456,0.794913906258706,1.89023010834373,4.43409499873345,6.87352975098733,11.9117219034186,19.8074851840471,1.96494208977116,7.80656993806675,0.723498563569799,0.256064500057373,0.0163494678744722,3.26484366529283,0.00195531538351139,0.0944527639570266,0.728904758163119,0.547546753122735,0.0708544578824287,0.194779063064421,0.841402440030415,0.234917883148248,0.350620539542152,0.0469022733636277,0.299402069972266,0.0118022495837079,0.116653288713873,0.142514694083988,0.00360203624905195,0.153573450763491,0.0105564966917942,0.00699278784058251,0.00110989923806349,0.013554025334407,0.000741466685499925,0.00259745893880684,5.89495117816241e-05,0.00116383164864749,1.16427147879997e-05,2.99403406571282e-05,0.0782978342618503,4.82046873939356e-05,0.00471781120448237,0.297107586604849,0.250915805069192
0.318109823010564,4.27094842928896,0.00363952858838766,0.88835466297917,1.79318678916743,0.0605990090347598,1.45240499913453,0.636967417561544,7.09131814589072,1.19573934654233,2.97064970744865,0.208373283700379,6.23712503190737,0.31448087017801,9.83098412555432,3.87972857862836,1.61809568496012,0.276075908080477,0.474197664212706,12.0513212665178,7.50086497765607,11.8818898495304,1.18793343454449,2.61451648811618,12.7548149242526,0.027612580421564,4.09852847129329,0.0405272180182254,0.549253229910515,2.41321619817699,0.038562028886319,0.340069151845125,0.0170818764169563,0.0467870118180961,0.0165423681265815,0.104193652433713,0.142503013280705,8.75283769202651e-05,0.183309603303029,0.0116554922039363,0.00237106044719129,0.0567163645974474,0.304955217943194,0.0536174899960964,0.0263038819676488,0.0112361525093823,0.00171026691517344,0.000174722721128226,0.000174125189862112,0.000472197182645141,1.08570122901377e-06,1.80638306596674e-05,4.80579699701857e-30,1.95007930033053e-30,3.39717867387641e-34
1.57553506179047,0.0204094094531362,9.75830143637478,0.0230192281046973,0.752565386838842,0.591780597102976,1.27940348609138,0.124662994483301,1.16428048584712,1.15685400165731,0.0203171913953019,1.49368431965856,0.430083083841361,3.14233422977829,1.45290892326896,1.01528959503311,0.0928372995851542,2.20679738612036,2.60981799895411,0.00282225518388787,0.278047503943575,1.11598586248056,4.45310991495469,3.13511428954049,0.000172036225591989,22.3289891734765,0.00330429159181938,0.728203919725797,1.21969207216878,11.2915727389399,12.9031378866373,8.35015091220271,0.204889029030082,1.24644277976826,0.0913943936223744,1.69527443453656,0.989085500133781,0.475549954738491,0.0620929389879098,0.189281570298153,0.0343832173235969,0.109127656739545,0.11615971596353,0.0545871765402373,0.00146927153875947,0.00754273346205892,0.000795309767105758,0.000117881208497389,0.000338225958189567,6.32626582359188e-06,0.000275910596933147,1.00106922275463e-06,1.99297881247259e-29,2.88917710869345e-30,8.45302689653711e-31
4.47608991860592,0.161118399343045,0.0936638605402123,0.00303984437453105,0.0907475505913967,0.00741971232186056,0.130269868965016,0.140870471071496,1.68864932500451,0.00755542667395539,0.000349098133185393,0.00140561197104717,0.183490235534204,0.0107608516799397,0.181440179656221,0.0708396615513959,0.000678357274698791,0.0053985048017523,0.163047935146326,0.0156513321822065,0.00175597749839651,0.0550816409649496,0.0351546981143934,0.151099671069547,0.12834246229778,0.679183008124185,0.02432380775744,2.32905233823307e-05,0.278488113364566,0.106634299094894,0.28054522955974,1.85531943370684,0.0875436915902281,1.0101957957196,0.0555859488201688,4.71777137159986,8.36332516121907,6.48402251931096,0.632367425696827,0.0177138154079379,0.0509275317743701,0.0031589946030813,1.49894619802424,0.587766954049567,16.8103988595542,10.0737157954482,3.16933572186631,2.70021377092613,0.811982102703296,31.8767888393745,0.00978051210714846,0.0100212127051926,5.71823245757122e-28,3.10087684344093e-30,4.62450350626576e-28
0.546243135436175,10.8969713042912,0.0493484397271794,0.810449872386121,0.787562994167142,0.168087878211521,0.0674878273241612,0.844607739012444,0.416979701491412,0.145250343222541,0.240301626654382,0.434092631460275,0.446695701705562,0.7968743198109,1.02877418742333,0.193998210515364,0.632500302510178,0.00219066899566832,0.209943882465118,0.0502552665322682,0.0421548078795731,0.673659197809616,2.53883509032929,1.66373304262435,8.06069814130917,0.0109458061190781,1.33530698626313,0.34572294473023,0.0701649049406995,1.61147826676506,0.101300265538569,2.37764185173536,3.58670098219027,1.53152940389043,0.114901071200963,0.0426556678423596,0.0766689241412846,0.231162076369645,1.43991625505491,8.09459607331027,44.9115585737549,0.150783744210401,1.47630968974336,0.000629939068756441,0.0720452703282698,0.578302356408825,0.00373434640364783,0.0490449474095741,0.00174576263961629,0.0328965187914941,0.00077545756901411,0.00378560028486055,4.55013719668781e-30,2.73734548289544e-30,1.61709008015643e-29
