EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
56.82817841,0.931609511,0.133053303,0.365637749,61,210,3660,5.737704754,1,1.639344215,46.341465,31.63962364,1725,0.47131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,210,3660,5.737704754,1,1.639344215,46.341465,31.63962364,1725,0.47131148,0,0,0,185,0,0.000112,185,0.0112,0.000454,0.0642,0,1384166,2558400,0.115520827,0.0625,0,0,-8.31E-15,1,352.0167236,0.000625,0.220010459,58.18861389,0.953911722,0.058172584,0.333734095,0,1,45,1,0,1,0,2,1,5,0,4,1,2,35,1,2,2,6,0,0,1,2,0,2,2,5,7,0,5,3,5,1,4,0,2,1,0,0,33,0,0,59,31,3,1,0.5,0,1,1,1,8,1.6,0,0,0
16.89976311,0.889461279,0.266795695,0.278222054,15,18,210,8.571428299,3,20,24.76547813,53.08311081,96,0.45714286,0,0,4,1,12,8.333333015,3,75,7.317073345,80.13698578,5.5,0.458333343,0,0,19,41,342,11.98830414,1,5.263157845,27.89243317,50,150.5,0.44005847,28.78333282,8.416179657,18,68,1.09E-05,4.13E-05,86,0.00523,0.000666,0.0941,18,1429452,2548808,0.11186105,0.062735207,320.2200012,0.012532081,-8.31E-15,6,250.72052,0.00375,0.156700328,17.82993889,0.938417852,0.105457716,0.208109111,0,5,143,6,0,1,0,15,2,9,0,3,2,9,65,1,9,15,24,5,3,6,4,31,15,13,22,67,24,0.97,11,46,6,31,0,9,2,66,2,15,3,1,16,3.222222222,0,10,2.444444444,0,6,1.666666667,1,4,1.181818182,0,0,0
9.259019852,0.841729105,0.25892964,0.091815442,7,12,42,28.5714283,1,14.28571415,19.01188278,66.96035004,15,0.357142866,0,0,4,2,12,16.66666603,2,50,42.21388245,81.32530212,5,0.416666657,0,0,11,26,110,23.63636398,2,18.18181801,50.28142548,62.61682129,42,0.381818175,12.25,11.13636398,22,32,1.34E-05,1.94E-05,54,0.00328,0.000604,0.0854,22,1418196,2393885,0.112748876,0.066795185,662.1705933,0.025914609,-8.31E-15,43.84999466,256.9038086,0.027406247,0.160564885,10.32449341,0.938590288,0.134363234,0.219854444,0,4,103,3,3,1,0,9,1,8,2,3,1,7,45,1,7,9,23,0,1,3,4,18,9,7,21,47,12,0.96,11,33,3,23,0,5,1,57,1,0,6,1,9,4,1,9,3.857142857,1,3,1.285714286,1,2,0.666666667,0,0,0
37.34218979,0.910785079,0.247385815,0.462378293,32,76,992,7.661290169,3,9.375,36.52282715,41.65477753,458,0.461693555,0,0,9,14,72,19.44444466,1,11.11111069,47.59224701,69.68864441,29,0.402777791,0,0,41,160,1640,9.756097794,1,2.439024448,58.0988121,37.24939728,740,0.451219499,157.8333282,9.623983383,140,127,8.51E-05,7.72E-05,267,0.0162,0.0121,1.71,140,1426115,2385886,0.112122796,0.067019127,1749.28772,0.0685,-8.31E-15,49.43333054,287.1261597,0.030895831,0.17945385,38.16562271,0.930868864,0.147769839,0.472807616,0,8,400,14,0,1,1,59,2,11,1,2,2,25,112,1,25,52,87,0,9,14,25,115,52,27,85,238,86,0.47,50,171,14,107,0,24,2,82,2,0,23,1,18,4.56,0,41,5.04,1,1944,88.56,1,2,0.407407407,0,0,0
25.21679115,0.869544506,0.325105846,0.50481838,29,56,812,6.896551609,1,3.448275805,23.88993073,43.95857239,378,0.465517253,7.866666794,0.96880132,1,0,0,0,1,100,2.001250744,100,0,0,0,0,29,56,812,6.896551609,1,3.448275805,23.88993073,43.95857239,378,0.465517253,7.866666794,0.96880132,2,112,1.22E-06,6.81E-05,113,0.00687,0.000193,0.0274,2,1202516,2395679,0.132971197,0.066745169,964.7987671,0.03775822,-8.31E-15,24.70714378,323.9598389,0.015441965,0.202474892,26.48139763,0.913151622,0.182853758,0.549097419,0,0,56,1,2,1,5,4,1,0,0,0,1,2,25,2,4,4,21,0,6,1,2,5,4,4,13,23,0,1.09,8,13,1,11,0,4,1,100,1,14,1,1,1,0.5,0,1,0.5,0,1,0.5,0,0,0,0,0,0
28.4657135,0.889553547,0.238329276,0.40247193,31,77,930,8.279569626,2,6.451612949,12.63289547,29.14862823,426.5,0.45860216,12,1.290322542,2,0,2,0,2,100,3.43964982,94.82758331,1,0.5,1,50,32,78,992,7.862903118,2,6.25,13.32082558,29.50138474,457,0.460685492,37,3.72983861,3,136,1.82E-06,8.27E-05,138,0.00839,0.00018,0.0254,3,1203119,2395578,0.132904559,0.066747986,979.5327148,0.038334843,-8.31E-15,32.23334885,264.931488,0.020145843,0.16558218,29.74492836,0.929529011,0.130615249,0.425713122,0,1,55,1,0,1,0,7,1,2,0,1,1,7,27,1,7,7,16,0,0,1,7,0,7,7,14,17,0,1.59,11,14,1,13,0,7,1,0,0,8,2,0,18,4,0,1,1,1,1,1,1,0,0,0,0,0
160.254425,0.948251009,0.096862718,0.530306458,160,641,25440,2.519654036,3,1.875,59.47467041,19.3449955,12399.5,0.487401724,0,0,9,8,72,11.11111069,3,33.33333206,50.84427643,56.89293289,32,0.444444448,0,0,169,996,28392,3.508030415,1,0.591715991,73.0456543,18.4081955,13698,0.482459843,541.3496094,1.906697631,196,1318,0.000119,0.000801,1510,0.092,0.0192,2.71,196,1201981,2395457,0.133030385,0.066751353,5275.572266,0.206463993,-8.31E-15,47.78331757,446.9429626,0.029864574,0.279339343,162.3424835,0.960606396,0.038627222,0.430926025,1,8,1246,14,0,1,37,153,2,13,4,4,2,69,448,1,69,145,220,0,5,16,68,427,145,77,204,688,306,0.65,110,510,14,358,0,65,2,96,1,1,15,2,154,10.85507246,0,37,4.739130435,1,120,4.304347826,1,3,0.61971831,0,0,0
260.2788391,0.971189737,0.044121843,0.359767318,255,1337,64770,2.064227343,3,1.176470637,63.60225296,14.30178642,31716.5,0.48967886,278.9104004,0.430616617,14,26,182,14.28571415,4,28.5714283,58.53658676,41.71123123,78,0.428571433,12,6.593406677,268,2148,71556,3.001844645,3,1.119403005,76.73545837,13.33116055,34704,0.484990776,1907.532349,2.665789604,156,3397,9.48E-05,0.00206,3550,0.216,0.0302,4.27,156,1201724,2395445,0.133058846,0.066751689,9347.170898,0.365809441,-8.31E-15,51.53332901,514.3168945,0.032208331,0.321448058,260.8777771,0.973424494,0.031334087,0.349800915,4,9,1133,11,1,2,8,156,2,14,23,5,2,61,402,1,61,140,198,0,11,13,56,401,140,93,173,639,302,0.63,97,475,11,338,0,38,3,92,1,2,17,2,189,20.96721311,0,20,4.327868852,1,72,3.672131148,1,2,0.650793651,0,4,1
37.96151352,0.903845549,0.212290615,0.439262271,38,109,1406,7.752489567,2,5.263157845,35.45966339,35.32710266,648.5,0.46123755,0,0,4,3,12,25,1,25,31.14446449,65.35433197,4.5,0.375,0,0,42,186,1722,10.80139351,1,2.380952358,47.7173233,32.23489761,768,0.445993036,38.29285812,2.2237432,16,380,9.72E-06,0.000231,396,0.0241,0.00175,0.248,16,1429290,2393942,0.111873731,0.066793598,127.7949753,0.005001365,-8.31E-15,36.45000458,292.035553,0.022781253,0.182522222,38.57520294,0.91845727,0.138859957,0.501888812,0,4,125,4,0,1,0,17,1,5,0,1,1,12,40,1,12,17,27,0,5,4,12,27,17,15,22,71,24,0.56,14,46,4,28,0,12,1,75,1,0,4,2,53,12.41666667,2,5,2.416666667,1,4,1.416666667,1,1,0.357142857,0,0,0
224.9023895,0.96112138,0.064252876,0.458606243,225,1122,50400,2.226190567,3,1.333333373,65.29080963,15.53109169,24639,0.488869041,149.7968292,0.297215909,10,13,90,14.44444466,4,40,51.71982574,53.98172379,38.5,0.427777767,7.5,8.333333015,234,1645,54522,3.017130613,1,0.427350432,75.60975647,14.92039967,26438.5,0.484914333,1020.953186,1.872552752,328,2253,0.000199,0.00137,2580,0.157,0.0275,3.89,328,1201763,2395448,0.133054525,0.066751607,7737.376953,0.302808821,-8.31E-15,48.8333168,498.1334839,0.030520823,0.311333418,226.3163147,0.967163742,0.037392426,0.415163159,7,9,1440,19,0,1,26,195,3,15,5,5,3,70,545,1,70,175,235,4,8,26,59,482,175,96,229,785,342,0.69,114,571,19,377,0,65,3,96,1,1,16,2,196,15.38571429,0,23,4.942857143,1,3875,62.67142857,1,4,0.736111111,0,0,0
