EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
1.866666675,0.622222185,1.259203196,0.145102277,2,0,2,0,2,100,1.612903237,60,1,0.5,0,0,1,0,0,0,1,100,14.51612949,100,0,0,0,0,3,2,6,33.33333206,1,33.33333206,14.87455177,86.45833588,2,0.333333343,0,0,1,4,5.09E-07,2.04E-06,5,2.55E-06,8.25E-11,1.17E-08,1,99061,138454,0.563289285,0.403021932,0,0,9.99E-14,74.73529053,68.93417358,0.133694619,0.123316951,2.679456472,0.893152118,0.516585946,0.003098433,0,1,45,1,3,1,0,3,1,5,0,4,1,3,35,1,3,3,5,0,0,1,0,0,3,3,5,6,0,5.83,4,5,1,4,0,3,1,0,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
17.15129471,0.902699709,0.240658611,0.274666905,6,5,30,16.66666603,3,50,16.48745537,72.44094849,12.5,0.416666657,0,0,13,24,156,15.38461494,1,7.692307472,34.94623566,51.58730316,66,0.423076928,0,0,19,56,342,16.37426949,1,5.263157845,41.39785004,45.74257278,143,0.418128669,53.08333206,15.52144241,86,17,4.38E-05,8.66E-06,103,5.25E-05,8.10E-07,0.000114,86,98301,138099,0.567644298,0.40405795,1014.880676,0.326531887,9.99E-14,104.1417542,107.4463577,0.186300099,0.192211732,18.04117966,0.949535728,0.152801484,0.358825207,0,3,298,3,0,1,0,60,1,3,0,0,1,49,73,1,49,59,56,0,1,3,49,71,59,53,56,183,65,0.4,42,121,3,61,0,49,1,6,1,5,9,4,7,2.857142857,0,4,1.897959184,0,3,1.204081633,1,2,0.274509804,0,0,0
2,1,0.520000041,0.109508306,2,0,2,0,2,100,16.66666603,96.875,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,16.66666603,96.875,1,0.5,0,0,0,10,0,5.09E-06,10,5.09E-06,1.09E-08,1.55E-06,0,97627,311922,0.571563184,0.178890884,0,0,9.99E-14,1,113.4154816,0.001788909,0.202889949,2,1,0.520000041,0.11,0,3,41,1,0,1,0,2,1,3,0,0,1,2,28,1,2,2,4,0,0,1,2,2,2,2,4,9,2,3.11,4,6,1,3,0,2,1,0,2,0,0,1,6,4,2,1,1,1,1,1,1,0,0,0,0,0
6.383882523,0.709320247,0.663095951,0.378580242,6,12,30,40,1,16.66666603,13.62007141,63.86554718,9,0.300000012,0,0,3,4,6,66.66666412,1,33.33333206,22.40143394,76.21951294,1,0.166666672,0,0,9,29,72,40.27777863,1,11.11111069,28.31541252,55.83038712,21.5,0.298611104,8.366666794,11.62036991,5,18,2.55E-06,9.17E-06,23,1.17E-05,2.70E-09,3.82E-07,5,98303,138321,0.567632735,0.403409451,74.04961395,0.023825029,9.99E-14,85.26633453,105.5797043,0.152533695,0.188872457,6.421164513,0.71346271,0.447398782,0.404495746,0,3,194,2,0,1,0,20,1,7,0,4,1,19,106,1,19,20,24,0,1,2,19,20,20,19,24,64,18,1.66,24,42,2,22,0,19,1,73,2,0,2,2,7,0.631578947,0,2,1.105263158,0,1,1,1,0,0,0,0,0
23.44363213,0.868282676,0.267187983,0.460546106,2,1,2,50,1,50,11.64874554,92.85713959,0.5,0.25,1,50,27,111,702,15.81196594,1,3.703703642,40.14336777,31.95435143,295.5,0.420940161,167.3666687,23.84140587,27,111,702,15.81196594,1,3.703703642,40.14336777,31.95435143,295.5,0.420940161,167.3666687,23.84140587,289,13,0.000147179,6.62E-06,293,0.000149,5.49E-08,7.76E-06,289,98330,137955,0.567476869,0.404479712,4522.119141,1.454965234,9.99E-14,126.1750565,101.6963654,0.225715667,0.18192552,23.63739014,0.875458896,0.194345593,0.461969763,21,10,1121,8,1,2,14,221,3,13,2,2,3,72,297,8,72,185,198,9,17,11,41,421,185,119,210,677,312,0.44,148,522,8,345,1,70,3,96,2,4,20,2,10,3.680555556,0,15,4.319444444,0,21,3.069444444,1,4,1.024691358,0,2,1
2.846661091,0.474443495,0.722165227,0.393847346,2,2,2,100,1,50,14.15770626,86.81318665,0,0,0,0,5,7,20,35,1,20,9.498208046,49.53271103,6.5,0.324999988,0,0,6,12,30,40,1,16.66666603,17.20430183,56.14035034,9,0.300000012,0.5,1.666666627,28,8,1.43E-05,4.07E-06,29,1.48E-05,-2.12E-09,-3.00E-07,28,98330,138232,0.567476869,0.403669208,150.8765717,0.048543647,9.99E-14,90.91640472,101.6963654,0.162641153,0.18192552,4.514122486,0.752353787,0.445623636,0.562680662,2,8,130,4,0,1,1,15,2,9,2,1,2,7,51,1,7,15,25,1,1,4,4,37,15,7,27,65,24,0.78,14,51,4,36,0,5,2,42,2,0,5,1,5,3.285714286,3,11,4.714285714,2,5,2.285714286,1,2,1.222222222,0,0,0
16.12103653,0.895613134,0.354817241,0.381046414,10,10,90,11.11111069,4,40,33.1541214,65.37102509,40,0.444444448,11.5,12.77777767,10,22,90,24.44444466,1,10,32.25806427,48.12834167,34,0.377777785,7.833333492,8.70370388,18,43,306,14.05228806,3,16.66666603,40.86021423,44.10058212,131.5,0.429738551,58.16666794,19.00871468,28,36,1.43E-05,1.83E-05,61,3.11E-05,1.25E-07,1.77E-05,28,97889,138141,0.570033431,0.403935105,3582.81665,1.152750134,9.99E-14,101.3584213,144.7702637,0.181320965,0.258980781,16.69041824,0.927245438,0.168618843,0.334473908,0,6,242,6,0,1,1,35,2,8,0,0,2,22,43,3,22,35,53,0,1,6,22,93,35,22,57,162,64,0.27,37,121,6,86,0,22,2,82,2,9,6,6,19,3.045454545,0,10,3,1,6,1.636363636,1,4,0.653846154,0,0,0
28.99673843,0.906148076,0.158921093,0.279528558,24,35,552,6.34057951,9,37.5,37.63440704,47.51131058,258.5,0.468297094,91,16.48550797,12,24,132,18.18181801,4,33.33333206,28.49462318,47.18100739,54,0.409090906,34.66666794,26.26262665,32,89,992,8.971774101,6,18.75,41.93548203,37.5,451.5,0.455141127,231.1666718,23.30309105,100,109,5.09E-05,5.55E-05,195,9.93E-05,5.52E-06,0.000781,100,98159,137972,0.568465471,0.404429883,12304.89648,3.959028006,9.99E-14,114.6166153,128.0085907,0.205038667,0.228995696,29.17413139,0.911691606,0.10008201,0.257043689,2,6,867,15,0,1,1,128,2,10,0,4,2,67,334,8,67,119,149,17,12,16,48,247,119,91,153,446,196,0.75,87,349,15,222,0,67,2,90,3,4,14,2,13,3.417910448,0,19,3.358208955,1,208,4.985074627,1,5,0.565789474,0,0,0
3.138763189,0.784690797,0.70069313,0.40781337,3,2,6,33.33333206,1,33.33333206,9.498208046,84.12698364,2,0.333333343,0,0,1,0,0,0,1,100,0.179211468,0,0,0,0,0,4,2,12,16.66666603,2,50,9.677419662,84.375,5,0.416666657,3,25,3,36,1.53E-06,1.83E-05,39,1.99E-05,2.76E-08,3.91E-06,3,97831,311364,0.57037133,0.179211468,386,0.124193229,9.99E-14,2,100.9099045,0.003577817,0.180518612,3.379739285,0.844934821,0.425213695,0.421823621,0,8,171,6,1,1,0,22,2,10,0,1,2,11,46,2,11,22,38,0,6,6,10,53,22,14,38,108,42,0.43,17,80,6,57,0,11,2,70,1,0,1,2,10,3.363636364,0,13,3.545454545,1,24,3.727272727,1,3,0.857142857,0,0,0
3.85575676,0.771151364,0.577776372,0.065412775,4,3,12,25,2,50,15.41218662,71.66666412,4.5,0.375,0,0,1,0,0,0,1,100,5.913978577,100,0,0,0,0,5,6,20,30,2,40,17.92114639,65.35947418,7,0.349999994,1,5,1,5,5.09E-07,2.55E-06,6,3.06E-06,7.88E-11,1.11E-08,1,98074,138880,0.568958163,0.401785702,0.5,0.000160872,9.99E-14,55.34409332,121.7718353,0.099005535,0.217838705,3.946987629,0.789397538,0.313193381,0.052846808,0,0,25,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,0,0,0,0,0,0,0,2,3,0,7,1,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.85720062,0.904763699,0.203464121,0.388052344,32,81,992,8.165322304,2,6.25,54.12186432,41.14441299,455.5,0.459173381,0,0,1,0,0,0,1,100,7.168458939,100,0,0,0,0,33,99,1056,9.375,2,6.060606003,54.12186432,39.01808929,478.5,0.453125,17.78333282,1.684027791,2,218,1.02E-06,0.00011102,220,0.000112039,4.78E-07,6.76E-05,2,97775,138571,0.570698023,0.402681649,1008.187378,0.324378341,9.99E-14,66.79255676,166.7700958,0.119485788,0.298336476,30.58718681,0.926884472,0.136151731,0.41967991,0,1,67,1,5,1,0,5,1,6,0,5,1,5,52,1,5,5,7,0,0,1,0,0,5,5,7,8,0,6.5,7,7,1,6,0,5,1,0,0,9,1,0,66,22.8,2,1,0.6,0,1,1,1,0,0,0,0,0
27.66974831,0.922324955,0.18711248,0.376818419,27,41,702,5.840456009,7,25.92592621,41.93548203,46.79999924,330.5,0.470797718,70.66666412,10.06647682,4,5,12,41.66666794,1,25,18.63799286,60.46511459,3.5,0.291666657,0,0,30,69,870,7.931034565,6,20,42.83154297,40.10066986,400.5,0.460344821,108.1666641,12.43295002,10,77,5.09E-06,3.92E-05,86,4.38E-05,2.68E-08,3.79E-06,10,97914,138315,0.569887877,0.403426975,3010.031982,0.968460083,9.99E-14,85.4830246,150.9717712,0.152921334,0.270074725,28.31172562,0.943724155,0.09761703,0.314444184,0,3,57,2,0,1,0,7,1,3,0,0,1,6,22,1,6,7,10,0,1,2,6,8,7,6,10,26,8,0.85,9,18,2,10,0,6,1,50,1,27,3,2,20,10.66666667,0,3,2.5,1,2,1.166666667,1,1,0.375,0,0,0
1.035714269,0.517857134,1.198459148,0.27807197,2,1,2,50,1,50,12.54480267,85.36585236,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,1,50,12.54480267,85.36585236,0.5,0.25,0,0,0,8,0,4.07E-06,8,4.07E-06,4.12E-08,5.82E-06,0,97983,311922,0.569486558,0.178890884,0,0,9.99E-14,1,93.14080048,0.001788909,0.166620389,1.947537065,0.973768532,0.788998246,0.820926368,0,1,36,1,1,1,0,1,1,8,0,7,1,1,27,1,1,1,5,0,0,1,0,0,1,1,5,6,0,4.5,3,5,1,4,0,1,1,0,0,1,0,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0
47.51612473,0.931688726,0.197176307,0.505230367,49,156,2352,6.632653236,4,8.163265228,60.75268936,35.53459167,1098,0.466836721,0,0,2,1,2,50,1,50,14.87455177,87.36842346,0.5,0.25,0,0,51,165,2550,6.470588207,3,5.882352829,61.82795715,32.88846588,1192.5,0.467647046,428,16.7843132,11,288,5.60E-06,0.000146669,299,0.000152271,7.18E-07,0.000102,11,97752,138217,0.570832312,0.403712988,19713.05664,6.342559814,9.99E-14,87.16410828,176.3202057,0.155928642,0.315420747,47.85541534,0.938341498,0.135139659,0.56411618,0,4,86,4,0,1,0,14,1,4,0,0,1,11,21,1,11,14,18,1,2,4,10,19,14,11,18,51,18,0.41,14,36,4,21,0,11,1,72,2,11,2,1,68,9.181818182,1,5,1.818181818,1,8,1.636363636,1,1,0.230769231,0,0,0
18.27765656,0.870364606,0.174986973,0.188475087,13,9,156,5.769230843,6,46.15384674,9.856631279,49.1071434,73.5,0.471153855,28,17.94871712,10,18,90,20,1,10,27.77777863,51.32450485,36,0.400000006,19.33333397,21.48148155,21,54,420,12.85714245,2,9.523809433,29.39068031,42.70833206,183,0.435714275,93.16666412,22.18253899,130,110,6.62E-05,5.60E-05,228,0.000116,3.81E-07,5.38E-05,130,98267,138002,0.567840695,0.404341966,3373.458252,1.085390329,9.99E-14,106.3667526,109.8645935,0.190280423,0.196537733,18.86200142,0.898190558,0.123633191,0.200364307,9,7,631,7,0,1,1,93,2,10,1,3,2,51,201,6,51,92,95,1,5,7,41,203,92,57,97,364,141,0.55,66,238,7,146,0,50,2,89,2,0,10,2,13,3.941176471,1,12,3.490196078,1,12,1.980392157,1,3,0.568965517,0,0,0
15.06194782,0.885996938,0.280793667,0.145207196,15,31,210,14.76190472,1,6.666666508,29.74910355,45.73002625,89.5,0.426190466,26.5,12.61904716,3,3,6,50,1,33.33333206,9.498208046,67.94871521,1.5,0.25,0,0,17,63,272,23.16176414,1,5.882352829,30.10752678,39.71631241,104.5,0.384191185,20.70000076,7.610294342,6,24,3.06E-06,1.22E-05,29,1.48E-05,2.22E-09,3.14E-07,6,98028,138256,0.569225132,0.403599113,1745.269775,0.561530292,9.99E-14,87.4496994,131.1535492,0.156439528,0.234621733,15.24853134,0.896972418,0.159228906,0.128679231,1,2,65,1,0,1,4,5,1,3,4,0,1,5,29,1,5,5,13,0,0,1,4,7,5,5,12,26,6,1.12,10,18,1,12,0,1,1,80,1,0,3,1,16,4,0,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,3.046595097,100,0,0,0,0,1,0,0,0,1,100,3.046595097,100,0,0,0,0,3,0,1.53E-06,0,3,1.53E-06,-1.34E-12,-1.89E-10,3,311922,138282,0.178890884,0.403523237,0,0,9.99E-14,56.41277695,1,0.10091731,0.001788909,1,1,1,1,1,4,47,4,0,1,0,6,2,4,1,0,2,3,22,1,3,6,9,0,0,4,2,8,6,3,9,19,9,1.16,6,18,4,11,0,2,2,0,4,0,0,1,6,3.666666667,2,5,4,3,8,3.333333333,1,1,0.6,0,0,0
1.549999952,0.516666651,1.155056,0.099622279,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,66.66666412,1,33.33333206,25.44802856,68.2692337,1,0.166666672,0,0,3,4,6,66.66666412,1,33.33333206,25.44802856,68.2692337,1,0.166666672,0,0,8,0,4.07E-06,0,8,4.07E-06,1.92E-09,2.71E-07,8,311922,137646,0.178890884,0.405387729,0,0,9.99E-14,91.15840912,1,0.163074076,0.001788909,2.864590168,0.954863369,0.360798985,0.054511182,0,5,58,1,0,1,0,4,1,5,0,0,1,4,22,1,4,4,10,0,3,1,4,13,4,4,10,28,7,0.79,8,17,1,12,0,4,1,50,3,0,2,1,3,1.5,1,6,2.25,1,1,1,1,0,0,0,0,0
5.053189278,0.561465502,0.907327771,0.570562303,5,5,20,25,1,20,15.59139824,71.31147766,7.5,0.375,0,0,4,4,12,33.33333206,1,25,14.87455177,79.80769348,4,0.333333343,0,0,9,18,72,25,1,11.11111069,23.83512497,58.84955597,27,0.375,6.333333492,8.79629612,11,42,5.60E-06,2.14E-05,53,2.70E-05,1.09E-08,1.55E-06,11,98296,138449,0.567673147,0.403036505,23.40131378,0.007529235,9.99E-14,76.73529816,106.4130478,0.137272447,0.190363228,5.877499104,0.653055429,0.565912843,0.64202702,0,6,347,5,0,1,0,51,2,10,0,4,2,23,148,2,23,45,46,1,6,5,22,82,45,27,46,162,67,0.91,37,113,5,69,0,23,2,48,2,0,4,2,9,3.391304348,0,4,2,1,16,2.52173913,1,3,0.730769231,0,0,0
3.397619009,0.679523826,0.905557156,0.453734487,5,3,20,15,3,60,2.329749107,56.52173996,8.5,0.425000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,15,3,60,2.329749107,56.52173996,8.5,0.425000012,0,0,0,14,0,7.13E-06,14,7.13E-06,7.01E-11,9.91E-09,0,309132,311922,0.18050541,0.178890884,0,0,9.99E-14,1,6,0.001788909,0.010733453,3.408928633,0.681785703,0.694697559,0.605744183,0,1,49,1,3,1,0,3,1,8,0,7,1,3,42,1,3,3,5,0,0,1,0,0,3,3,5,6,0,7,1,5,1,4,0,3,1,0,0,3,0,0,3,2.333333333,1,1,1,1,1,1,1,0,0,0,0,0
1.9710145,0.657004833,1.289129376,0.17893526,1,0,0,0,1,100,10.03584194,100,0,0,0,0,2,0,2,0,2,100,3.046595097,94.44444275,1,0.5,0,0,3,2,6,33.33333206,1,33.33333206,11.11111069,83.78378296,2,0.333333343,0,0,4,2,2.04E-06,1.02E-06,6,3.06E-06,1.36E-09,1.92E-07,4,98785,139134,0.564863086,0.401052237,0,0,9.99E-14,49.15950775,77.07036591,0.087941878,0.137871847,2.229813576,0.743271232,0.615623891,0.159511164,0,3,50,1,0,1,0,3,1,6,0,3,1,3,32,1,3,3,5,0,0,1,3,3,3,3,5,12,3,2.67,6,8,1,4,0,3,1,0,2,0,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0
7.07838726,0.589865565,0.769470572,0.58705461,6,6,30,20,1,16.66666603,12.36559105,50,12,0.400000006,0,0,6,8,30,26.66666603,1,16.66666603,17.3835125,63.39869308,11,0.366666675,0,0,12,34,132,25.75757599,1,8.333333015,22.22222137,42.61168289,49,0.371212125,11.33333302,8.585858345,33,108,1.68E-05,5.50E-05,141,7.18E-05,6.48E-08,9.16E-06,33,98655,138252,0.565607429,0.403610796,144.1762848,0.04638787,9.99E-14,88.77025604,87.45764923,0.158801883,0.156453758,7.982422352,0.665201902,0.510944963,0.678493142,0,4,122,6,2,1,0,19,2,7,0,2,2,10,49,1,10,17,22,0,3,8,8,27,17,12,22,59,29,0.83,14,51,6,33,0,10,2,60,2,1,5,1,11,5.6,2,5,2.2,1,10,2.1,1,1,0.416666667,0,0,0
