EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
6.555736065,0.819467008,0.461752802,0.092051603,0,0,0,0,0,0,0,0,0,0,0,0,8,16,56,28.5714283,1,12.5,29.39068031,54.66666794,20,0.357142866,0,0,8,16,56,28.5714283,1,12.5,29.39068031,54.66666794,20,0.357142866,0,0,30,0,1.53E-05,0,30,1.53E-05,2.05E-09,2.89E-07,30,311922,137664,0.178890884,0.405334741,0,0,9.99E-14,98.76639557,1,0.176684067,0.001788909,7.285493374,0.910686672,0.2248656,0.184400558,0,11,328,6,1,1,16,52,3,12,4,1,3,20,50,2,20,52,100,7,1,6,12,181,52,27,113,257,142,0.19,22,255,6,203,0,16,3,82,1,1,9,2,12,6.4,1,12,5.5,1,9,3,1,2,1.125,0,0,0
1,1,1,1,1,0,0,0,1,100,0.179211468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.179211468,0,0,0,0,0,0,12,0,6.11E-06,12,6.11E-06,0,0,0,311364,311922,0.179211468,0.178890884,0,0,9.99E-14,1,2,0.001788909,0.003577817,1,1,1,1,0,3,88,2,0,1,0,12,1,3,0,0,1,10,32,1,10,12,16,0,1,2,10,11,12,10,16,39,11,0.82,17,27,2,16,0,10,1,9,2,1,0,2,4,2.3,1,2,1.7,1,1,1,1,3,0.230769231,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.179211468,0,0,0,0,0,1,0,0,0,1,100,0.179211468,0,0,0,0,0,12,0,6.11E-06,0,12,6.11E-06,0,0,12,311922,311364,0.178890884,0.179211468,0,0,9.99E-14,2,1,0.003577817,0.001788909,1,1,1,1,5,8,331,8,0,2,0,59,2,10,0,1,2,23,76,2,23,54,76,0,4,9,18,134,54,44,81,208,97,0.37,50,178,8,124,0,23,3,86,3,0,1,2,6,3.565217391,0,9,3.260869565,1,8,2.304347826,1,3,0.961538462,0,0,0
2,1,0.506172895,0.035043158,2,0,2,0,2,100,11.64874554,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,11.64874554,100,1,0.5,0,0,0,9,0,4.58E-06,9,4.58E-06,1.70E-09,2.40E-07,0,97217,311922,0.573973715,0.178890884,0,0,9.99E-14,1,102.5296936,0.001788909,0.183416262,2,1,0.506172895,0.035043158,0,3,39,1,0,1,0,3,1,7,0,4,1,3,18,1,3,3,8,0,1,1,3,4,3,3,8,16,4,1.12,5,12,1,8,0,3,1,33,2,0,0,1,3,1.666666667,0,4,2.666666667,2,1,1,1,2,0.333333333,0,0,0
1.599999905,0.533333302,1.277585864,0.2216997,2,0,2,0,2,100,5.555555344,81.57894897,1,0.5,0,0,1,0,0,0,1,100,7.168458939,100,0,0,0,0,3,2,6,33.33333206,1,33.33333206,9.677419662,69.2307663,2,0.333333343,0,0,3,4,1.53E-06,2.04E-06,7,3.56E-06,9.46E-10,1.34E-07,3,98704,138568,0.565326631,0.402690381,0,0,9.99E-14,66.95922089,81.09098053,0.119783938,0.145064369,2.566326618,0.855442166,0.435219139,0.205329925,0,1,44,1,2,1,0,2,1,6,0,5,1,2,36,1,2,2,4,0,0,1,0,0,2,2,4,5,0,7.2,3,4,1,3,0,2,1,0,2,1,0,1,1,0.5,0,1,0.5,0,1,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.896057367,100,0,0,0,0,1,0,0,0,1,100,0.896057367,100,0,0,0,0,1,0,5.09E-07,0,1,5.09E-07,2.09E-13,2.96E-11,1,311922,311364,0.178890884,0.179211468,0,0,9.99E-14,2,1,0.003577817,0.001788909,1,1,1,1,0,6,74,3,0,1,0,9,2,6,0,0,2,6,23,1,6,9,16,0,1,3,6,23,9,6,18,41,17,0.56,11,35,3,27,0,6,2,16,1,0,0,2,3,1.166666667,0,9,3.666666667,1,3,1.5,1,2,0.875,0,0,0
16.48148155,0.867446363,0.239612535,0.337758839,17,32,272,11.76470566,1,5.882352829,24.37276077,51.71102524,120,0.441176474,0,0,2,0,2,0,2,100,6.989247322,82.97872162,1,0.5,0,0,19,39,342,11.40350914,1,5.263157845,27.06093216,48.70967865,151.5,0.442982465,16.66666603,4.873294353,9,114,4.58E-06,5.81E-05,123,6.26E-05,3.41E-08,4.82E-06,9,97942,138520,0.569724917,0.402829915,271.1829224,0.087251507,9.99E-14,69.95204163,139.1552277,0.125137821,0.248936012,17.37344551,0.914391875,0.140287742,0.289203227,0,5,109,3,0,1,0,15,2,8,0,2,2,8,45,1,8,14,14,0,1,4,8,23,14,8,14,50,20,0.9,14,34,3,19,0,8,2,50,2,2,1,1,25,9.25,2,4,2.375,1,4,1.875,1,1,0.7,0,0,0
3.984690428,0.664115071,0.746393502,0.17390731,5,7,20,35,1,20,5.73476696,49.23077011,6.5,0.324999988,0,0,1,0,0,0,1,100,5.913978577,100,0,0,0,0,6,12,30,40,1,16.66666603,8.960573196,51.02040863,9,0.300000012,0,0,1,13,5.09E-07,6.62E-06,14,7.13E-06,1.83E-10,2.59E-08,1,98252,138879,0.567927361,0.401788622,0,0,9.99E-14,55.37742615,107.4313049,0.099065162,0.192184806,4.364430904,0.72740519,0.448465705,0.190785602,0,1,22,1,1,1,0,1,1,1,0,0,1,1,15,1,1,1,3,0,0,1,0,0,1,1,3,4,0,3.75,3,3,1,2,0,1,1,0,0,3,1,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0
74.83853149,0.923932433,0.158762425,0.723610342,72,155,5112,3.032081366,13,18.05555534,53.76343918,35.29411697,2478.5,0.484839588,939.8571167,18.38531113,13,25,156,16.02564049,2,15.38461494,31.89964104,45.06328964,65.5,0.419871807,58.5,37.5,81,264,6480,4.074074268,9,11.11111069,56.09318924,28.40290451,3108,0.479629636,1409.18811,21.7467308,39,819,1.99E-05,0.000417091,849,0.000432369,2.48E-07,3.50E-05,39,97736,138146,0.570925772,0.403920501,16507.71484,5.311260223,9.99E-14,102.0916977,188.0035095,0.182632729,0.336321115,75.09580994,0.927108765,0.144510865,0.764126003,6,5,572,12,0,1,8,91,2,7,1,1,2,51,207,2,51,81,81,1,7,12,44,157,87,71,82,298,126,0.69,67,208,9,125,0,50,2,91,3,33,12,3,86,6.784313725,0,13,2.490196078,1,12,1.705882353,1,3,0.5,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,14.51612949,100,0,0,0,0,1,0,0,0,1,100,14.51612949,100,0,0,0,0,3,0,1.53E-06,0,3,1.53E-06,7.29E-11,1.03E-08,3,311922,137901,0.178890884,0.404638112,0,0,9.99E-14,74.90194702,1,0.133992746,0.001788909,1,1,1,1,0,3,36,1,0,1,0,2,1,3,0,0,1,2,21,1,2,2,5,0,1,1,2,3,2,2,5,11,3,1.91,4,8,1,5,0,2,1,0,2,0,1,1,2,1.5,1,2,1.5,1,1,1,1,0,0,0,0,0
