EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
5.69434166,0.813477397,0.697238564,0.570980191,7,11,42,26.19047546,1,14.28571415,3.464499474,53.64238358,15.5,0.369047612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,42,26.19047546,1,14.28571415,3.464499474,53.64238358,15.5,0.369047612,0,0,0,74,0,5.96E-05,74,0.005960637,1.73E-06,0.000243957,0,5214089,5468582,0.044840049,0.042753313,0,0,2.89E-13,1,35.80715942,0.000427533,0.015308747,5.818054676,0.831150651,0.54845196,0.76548034,0,3,81,2,0,1,1,12,1,4,0,0,1,9,27,1,9,10,19,0,2,4,9,15,10,9,19,43,13,0.63,11,32,2,21,0,9,1,51,1,0,0,2,8,3.333333333,0,4,2.111111111,1,2,1.111111111,1,1,0.272727273,0,0,0
2.916666746,0.729166687,0.633008897,0.220519438,4,2,12,16.66666603,2,50,1.539777637,72,5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,1.539777637,72,5,0.416666657,0,0,0,8,0,6.44E-06,8,0.000644393,3.31E-08,4.68E-06,0,5197744,5468582,0.044981055,0.042753313,0,0,2.89E-13,1,35.49048996,0.000427533,0.015173361,3.828275681,0.95706892,0.311583191,0.180656135,0,1,26,1,2,1,0,2,1,1,0,0,1,2,20,1,2,2,4,0,0,1,0,0,2,2,4,5,0,4,1,4,1,3,0,2,1,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
10.75789928,0.896491587,0.285062402,0.181744009,10,14,90,15.55555534,1,10,3.721129179,47.54098511,38,0.422222227,0,0,2,0,2,0,2,100,2.309666395,84.375,1,0.5,0,0,12,22,132,16.66666603,1,8.333333015,4.405474663,41.70040512,55,0.416666657,7.583333492,5.744949341,14,78,1.13E-05,6.28E-05,92,0.007410522,7.19E-06,0.001017058,14,5218691,5461569,0.044800505,0.042808212,8.510750771,0.000155763,2.89E-13,3.5,39.11667633,0.001496366,0.016723676,11.17373753,0.931144774,0.166823432,0.193098605,0,1,186,1,21,1,0,21,1,6,0,5,1,21,137,1,21,21,25,0,0,1,0,0,21,21,25,26,0,5.27,23,25,1,24,0,21,1,0,2,1,2,1,11,2.428571429,0,1,0.714285714,0,1,1,1,0,0,0,0,0
15.38556194,0.905033052,0.213936031,0.181868777,14,21,182,11.53846169,2,14.28571415,4.234388351,42.12765884,80.5,0.442307681,0,0,3,0,6,0,3,100,2.395209551,82.35294342,3,0.5,0,0,17,35,272,12.86764717,2,11.76470566,4.918734074,37.95379639,118.5,0.435661763,23.25,8.547794342,16,240,1.29E-05,0.000193,256,0.020620583,2.73E-05,0.003864963,16,5211669,5459231,0.04486087,0.042826544,74.80241394,0.001369028,2.89E-13,4.5,43.70001221,0.001923899,0.018683203,15.55500889,0.915000558,0.151472703,0.205212191,0,1,291,1,38,1,0,40,1,5,0,4,1,40,201,1,40,40,45,0,0,1,2,0,40,40,45,46,0,4.37,44,45,1,44,0,40,1,0,2,1,3,1,13,4,0,1,0.675,0,1,1,1,0,0,0,0,0
36.35665894,0.956754208,0.113920607,0.194274873,38,56,1406,3.982930183,6,15.78947353,5.389221668,34.80662918,675,0.480085343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,56,1406,3.982930183,6,15.78947353,5.389221668,34.80662918,675,0.480085343,0,0,0,108,0,8.70E-05,108,0.008699308,1.81E-06,0.000257,0,5122833,5468582,0.045638811,0.042753313,0,0,2.89E-13,1,75.24999237,0.000427533,0.032171864,36.92578888,0.971731246,0.067403741,0.186287016,0,1,49,1,2,1,0,2,1,7,0,6,1,2,33,1,2,2,7,0,0,1,0,0,2,2,7,8,0,4.12,8,7,1,6,0,2,1,0,1,15,0,1,6,5,4,1,0.5,0,1,1,1,0,0,0,0,0
2.597421646,0.649355412,0.858835876,0.091883801,2,0,2,0,2,100,1.625320792,80.85106659,1,0.5,0,0,2,0,2,0,2,100,5.688622952,95,1,0.5,0,0,4,4,12,33.33333206,1,25,6.586826324,82.35294342,4,0.333333343,0,0,7,13,5.64E-06,1.05E-05,20,0.001610983,1.69E-05,0.002396972,7,5288790,4903586,0.044206709,0.047679391,0,0,2.89E-13,63.43098831,22.75000572,0.027118849,0.009726381,3.549748898,0.887437224,0.327968627,0.135050446,0,4,29,1,0,1,0,1,1,4,0,0,1,1,16,1,1,1,6,0,1,1,1,2,1,1,6,10,2,1.6,3,8,1,6,0,1,1,0,3,0,1,1,3,3,3,3,3,3,1,1,1,0,0,0,0,0
3.90366292,0.780732572,0.691809535,0.19025737,3,3,6,50,1,33.33333206,2.78015399,69.89247131,1.5,0.25,0,0,2,0,2,0,2,100,8.254919052,97.96954346,1,0.5,0,0,5,7,20,35,1,20,9.623609543,77.58620453,6.5,0.324999988,1.333333373,6.666666508,8,5,6.44E-06,4.03E-06,13,0.001047139,1.14E-05,0.001619062,8,5218700,4927352,0.044800431,0.047449421,2647.59082,0.048456009,2.89E-13,43.88334656,35.28334427,0.018761585,0.015084798,4.191440582,0.838288128,0.384679437,0.486959785,0,3,51,1,0,1,0,2,1,10,0,7,1,2,35,1,2,2,8,0,0,1,2,2,2,2,8,13,2,2.69,3,10,1,7,0,2,1,0,1,0,1,2,2,1.5,1,3,2.5,2,1,1,1,0,0,0,0,0
3.410605907,0.682121217,0.750490069,0.264182299,1,0,0,0,1,100,1.539777637,100,0,0,0,0,4,3,12,25,2,50,16.68092346,83.33333588,4.5,0.375,0,0,5,5,20,25,1,20,17.45081329,80.95237732,7.5,0.375,1,5,19,3,1.53E-05,2.42E-06,22,0.001772081,6.56E-05,0.009275601,19,5272521,4926786,0.044343114,0.047454871,0.850000024,1.56E-05,2.89E-13,70.53334808,20.14048386,0.030155344,0.008610724,4.645978451,0.929195702,0.264369428,0.240258947,0,4,70,1,0,1,0,3,1,11,0,6,1,3,40,1,3,3,15,0,1,1,3,8,3,3,15,24,5,1.67,6,20,1,16,0,3,1,0,1,0,3,2,6,3.333333333,2,5,3.333333333,2,1,1,1,0,0,0,0,0
1,0.5,1.680555463,0,1,0,0,0,1,100,1.11206162,100,0,0,0,0,1,0,0,0,1,100,1.625320792,100,0,0,0,0,2,1,2,50,1,50,2.095808268,76.5625,0.5,0.25,0,0,1,1,8.05E-07,8.05E-07,2,0.000161098,2.11E-08,2.98E-06,1,5218783,5466244,0.044799715,0.0427716,0,0,2.89E-13,2,29.6738205,0.000855066,0.012686541,1.676470637,0.838235319,0.539861083,0.00013956,0,10,70,2,0,1,0,3,2,17,0,7,2,2,35,1,2,3,18,0,0,2,2,16,3,2,18,31,8,1.13,4,26,2,22,0,2,2,0,1,0,0,2,3,2.5,2,5,5,5,2,1.5,1,1,0.75,0,0,0
3.063330173,0.765832543,1.05149734,0.305753022,4,2,12,16.66666603,2,50,2.095808268,65.33333588,5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,2.095808268,65.33333588,5,0.416666657,0,0,0,31,0,2.50E-05,31,0.002497024,1.33E-06,0.000188,0,5230538,5468582,0.044699036,0.042753313,0,0,2.89E-13,1,26.58330727,0.000427533,0.011365245,3.063330173,0.765832543,0.506165385,0.149775878,0,3,63,1,0,1,1,4,1,7,0,4,1,4,40,1,4,4,7,0,0,1,4,5,4,4,7,16,4,2.5,7,11,1,6,0,4,1,100,2,0,0,1,2,1.25,0,1,1,1,1,1,1,0,0,0,0,0
23.6881237,0.911081672,0.242486417,0.374574929,17,14,272,5.147058964,5,29.41176414,4.191616535,43.55555725,129,0.474264711,0,0,9,7,72,9.722222328,2,22.22222137,2.395209551,59.57446671,32.5,0.451388896,0,0,26,57,650,8.769230843,4,15.38461494,4.704875946,34.48275757,296.5,0.45615384,110.1428604,16.94505501,21,136,1.69E-05,0.000109547,157,0.012646217,1.64E-05,0.00233,21,5221015,4894826,0.044780564,0.047764722,5241.413086,0.095927954,2.89E-13,48.99959183,43.11667633,0.020948948,0.018433807,24.23004341,0.93192476,0.172828242,0.381707788,0,1,305,1,26,1,0,31,1,6,0,5,1,31,222,1,31,31,41,0,6,1,5,6,31,31,41,42,0,5.29,41,41,1,40,0,31,1,100,0,1,9,0,14,2.161290323,0,1,0.580645161,0,1,1,1,0,0,0,0,0
23.7844696,0.914787292,0.189346462,0.203640684,25,53,600,8.833333015,1,4,3.934987068,29.67741966,273.5,0.455833346,0,0,1,0,0,0,1,100,0.513259172,100,0,0,0,0,26,57,650,8.769230843,1,3.846153736,4.10607338,29.81366539,296.5,0.45615384,16.83333397,2.589743614,2,197,1.61E-06,0.000158682,199,0.016029282,4.37E-06,0.000617592,2,5139216,5466244,0.04549332,0.0427716,106.6904755,0.001952641,2.89E-13,2,63.66667557,0.000855066,0.027219614,23.97663116,0.922178149,0.13584581,0.179876193,0,1,58,1,9,1,0,9,1,2,0,1,1,9,36,1,9,9,11,0,0,1,0,0,9,9,11,12,0,3,10,11,1,10,0,9,1,0,0,1,1,0,5,1.888888889,0,1,1,1,1,1,1,0,0,0,0,0
7.616861343,0.846317947,0.464647591,0.376925498,7,1,42,2.380952358,6,85.7142868,2.523524284,68.6046524,20.5,0.488095224,0,0,2,1,2,50,1,50,1.710863948,83.33333588,0.5,0.25,0,0,9,9,72,12.5,1,11.11111069,3.33618474,58.20895386,31.5,0.4375,6.5,9.027777672,21,20,1.69E-05,1.61E-05,41,0.003302515,1.86E-06,0.000263,21,5260754,4768871,0.0444423,0.049026281,2464.196533,0.045099538,2.89E-13,61.01745987,29.61667633,0.026086986,0.012662111,7.836672306,0.870741367,0.298749089,0.477512032,1,3,109,1,0,1,0,7,1,9,6,6,1,7,68,1,7,7,15,0,0,1,6,8,7,7,15,29,6,2.34,12,21,1,13,0,1,1,0,1,0,2,1,9,4.285714286,0,3,2.142857143,1,1,1,1,0,0,0,0,0
9.469237328,0.78910315,0.329429328,0.147945166,12,28,132,21.21212196,1,8.333333015,2.951240301,38.1215477,52,0.393939406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,132,21.21212196,1,8.333333015,2.951240301,38.1215477,52,0.393939406,0,0,0,60,0,4.83E-05,60,0.004832949,1.50E-07,2.13E-05,0,5127630,5468582,0.045596115,0.042753313,0,0,2.89E-13,1,54.07385254,0.000427533,0.023118364,9.87173748,0.82264483,0.196271285,0.179618642,0,1,40,1,3,1,0,3,1,4,0,3,1,3,30,1,3,3,5,0,0,1,0,0,3,3,5,6,0,5,4,5,1,4,0,3,1,0,0,2,0,0,4,4,4,1,1,1,1,1,1,0,0,0,0,0
1.433333278,0.477777779,1.192841649,0.027899073,2,1,2,50,1,50,1.154833198,84.375,0.5,0.25,0,0,1,0,0,0,1,100,1.625320792,100,0,0,0,0,3,3,6,50,1,33.33333206,2.138580084,71.42857361,1.5,0.25,0,0,1,2,8.05E-07,1.61E-06,3,0.000241647,2.15E-08,3.04E-06,1,5218781,5466244,0.044799734,0.0427716,0,0,2.89E-13,2,30.34048653,0.000855066,0.012971563,2.456209183,0.818736374,0.436028987,0.009565356,0,3,50,1,0,1,0,2,1,10,0,7,1,2,35,1,2,2,7,0,0,1,2,2,2,2,7,12,2,2.92,3,9,1,6,0,2,1,0,1,0,0,2,2,1.5,1,2,1.5,1,1,1,1,0,0,0,0,0
10.13353729,0.779502869,0.404637158,0.293155521,10,16,90,17.77777863,1,10,2.480752707,40,37,0.411111116,0,0,3,1,6,16.66666603,2,66.66666412,1.881950378,80,2.5,0.416666657,0,0,13,31,156,19.87179565,1,7.692307472,3.421727896,40,62.5,0.400641024,13.66666698,8.760684013,13,72,1.05E-05,5.80E-05,85,0.006846678,8.75E-08,1.24E-05,13,5183726,5461568,0.045102693,0.04280822,72.43333435,0.001325669,2.89E-13,4,40.77384186,0.001710133,0.017432168,10.69049549,0.822345853,0.257989794,0.378370166,0,1,55,1,14,1,0,14,1,1,0,0,1,14,16,1,14,14,20,0,0,1,0,0,14,14,20,21,0,0.76,18,20,1,19,0,14,1,0,0,2,3,0,5,1.857142857,0,1,0.428571429,0,1,1,1,4,0.235294118,0,0,0
7.352697849,0.735269785,0.516650259,0.358823866,1,0,0,0,1,100,0.940975189,100,0,0,0,0,9,10,72,13.88888931,1,11.11111069,3.293413162,42.30769348,31,0.430555552,0,0,10,17,90,18.88888931,1,10,3.421727896,39.2156868,36.5,0.405555546,0.833333313,0.92592591,80,24,6.44E-05,1.93E-05,104,0.008377112,1.80E-07,2.54E-05,80,5256256,4864678,0.044480331,0.048060734,0.478968263,8.77E-06,2.89E-13,49.64520645,18.86667252,0.02122497,0.008066128,7.798129082,0.779812932,0.309905887,0.370235622,0,12,135,7,6,1,2,17,3,12,0,0,3,6,22,1,6,17,45,0,5,7,0,59,17,6,45,98,39,0.22,15,84,7,71,0,6,3,52,1,0,9,1,11,8,4,15,8.166666667,2,5,2.166666667,1,2,1.125,0,0,0
19.69518852,0.895235896,0.202809215,0.27839148,2,1,2,50,1,50,0.427715987,83.33333588,0.5,0.25,0,0,20,53,380,13.94736862,2,10,5.731394291,41.23077011,163.5,0.430263162,0,0,22,55,462,11.90476227,2,9.090909004,5.774166107,40.05934906,203.5,0.440476179,37,8.008658409,236,23,0.00019,1.85E-05,259,0.020862231,1.42E-06,0.000201,236,5258504,4771139,0.044461314,0.049002975,2512.849121,0.045989979,2.89E-13,76.6175766,22.84049416,0.032756552,0.009765068,20.20844841,0.918565869,0.158562258,0.307891309,6,7,576,8,0,1,5,105,2,8,0,0,2,52,62,2,52,98,166,0,18,8,46,260,98,52,178,452,180,0.14,63,358,8,271,0,52,2,92,1,0,16,2,16,3.576923077,1,22,4.596153846,1,35,2.596153846,1,4,0.727272727,0,0,0
3,1,0.375,0.210309923,3,0,6,0,3,100,2.266894817,84.12698364,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,100,2.266894817,84.12698364,3,0.5,0,0,0,8,0,6.44E-06,8,0.000644393,7.90E-07,0.000112,0,5256163,5468582,0.044481117,0.042753313,0,0,2.89E-13,1,24.14049339,0.000427533,0.010320861,3,1,0.375,0.210309923,0,2,42,1,0,1,1,2,1,5,0,3,1,2,27,1,2,2,6,0,0,1,2,2,2,2,6,10,1,2.7,5,7,1,4,0,2,1,100,2,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0
23.44581032,0.901761949,0.20204936,0.395128548,19,27,342,7.894736767,1,5.263157845,5.517536163,52.01612854,157.5,0.460526317,67.5,19.7368412,12,19,132,14.39393902,2,16.66666603,8.725406647,72.59786224,56.5,0.428030312,35.33333206,26.76767731,26,56,650,8.615385056,1,3.846153736,11.76218987,57.5313797,297,0.456923068,162.6666718,25.02564049,299,200,0.000241,0.000161,468,0.037697002,5.02E-05,0.00709971,299,5195245,5421831,0.045002691,0.043121964,1107.812622,0.020275105,2.89E-13,16.83333206,54.14996719,0.007196807,0.023150906,23.99946594,0.923056424,0.171660602,0.414537817,4,9,774,13,6,1,17,133,2,10,0,0,2,57,56,3,57,126,188,3,20,15,44,391,126,70,194,618,273,0.09,103,467,13,328,0,57,2,94,1,1,14,2,27,4.964912281,0,41,4.912280702,1,401,9.894736842,1,5,0.903225806,0,0,0
2.099999905,0.699999988,1.117758751,0.328199506,1,0,0,0,1,100,1.11206162,100,0,0,0,0,2,0,2,0,2,100,6.372968197,95.51281738,1,0.5,0,0,3,1,6,16.66666603,2,66.66666412,6.886227608,88.46154022,2.5,0.416666657,1,16.66666603,11,9,8.86E-06,7.25E-06,20,0.001610983,1.08E-05,0.00153,11,5193024,5463906,0.045021936,0.042789903,27.125,0.00049644,2.89E-13,3,36.40953445,0.001282599,0.015566282,2.814971685,0.938323915,0.436192721,0.284237206,0,14,186,5,0,1,1,20,3,18,0,2,3,7,41,1,7,20,35,0,10,5,7,74,20,7,35,120,61,0.34,25,96,5,75,1,7,3,63,1,0,2,1,8,5.285714286,2,10,5.428571429,1,6,3.142857143,1,2,1.111111111,0,0,0
4.784891605,0.531654596,0.735092521,0.68013078,7,14,42,33.33333206,1,14.28571415,1.197604775,45.16128922,14,0.333333343,0,0,2,0,2,0,2,100,2.395209551,98.2456131,1,0.5,0,0,9,19,72,26.38888931,1,11.11111069,3.207870007,63.02521133,26.5,0.368055552,5.333333492,7.407407284,4,144,3.22E-06,0.000116,148,0.011921274,6.32E-06,0.000893685,4,5190681,5461569,0.045042258,0.042808212,8.833333015,0.000161667,2.89E-13,3.5,39.90953827,0.001496366,0.017062649,5.468874454,0.607652724,0.618592381,0.782466292,0,4,142,5,2,1,0,25,1,4,0,0,1,18,25,1,18,25,35,0,5,5,16,37,25,18,33,94,32,0.27,23,65,5,40,0,18,1,72,2,1,1,2,16,4.722222222,1,8,1.944444444,1,5,1.333333333,1,4,0.7,0,0,0
