EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
63.23809052,0.943852127,0.116783902,0.347676039,67,241,4422,5.450022697,1,1.49253726,45.10900116,30.33834648,2090.5,0.472749889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,241,4422,5.450022697,1,1.49253726,45.10900116,30.33834648,2090.5,0.472749889,0,0,0,199,0,6.75E-05,199,0.00675,0.000303,0.0429,0,1695416,3202310,0.105519824,0.055865921,0,0,1.28E-13,1,395.9002686,0.000558659,0.221173331,64.52392578,0.963043749,0.048331838,0.277507395,0,1,45,1,2,1,0,2,1,5,0,4,1,2,35,1,2,2,6,0,0,1,0,0,2,2,5,7,0,5,3,5,1,4,0,2,1,0,0,33,0,0,63,33.5,4,1,0.5,0,1,1,1,8,1.6,0,0,0
16.95567131,0.892403781,0.282525778,0.316254199,16,20,240,8.333333015,2,12.5,22.63834572,51.13636398,110,0.458333343,0,0,3,1,6,16.66666603,2,66.66666412,3.745109081,82.71604919,2.5,0.416666657,0,0,19,38,342,11.11111069,1,5.263157845,23.75628853,48.68270493,152,0.444444448,23.70000076,6.929824352,16,75,5.42E-06,2.54E-05,91,0.00308,0.000584,0.0825,16,1760346,3196943,0.101627745,0.055959709,326.5249329,0.010207949,1.28E-13,4,284.8260193,0.002234637,0.159120679,17.85854721,0.939923465,0.107503682,0.241233662,0,5,142,6,0,1,0,15,2,9,0,3,2,9,65,1,9,15,23,5,3,6,4,31,15,13,21,66,24,0.98,11,45,6,30,0,9,2,66,2,17,2,1,18,3.444444444,0,10,2.444444444,0,6,1.666666667,1,4,1.181818182,0,2,1
2.285714149,0.761904776,0.799017191,0.18217203,3,1,6,16.66666603,2,66.66666412,13.19172764,89.05660248,2.5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,13.19172764,89.05660248,2.5,0.416666657,0,0,0,7,0,2.37E-06,7,0.000237,6.50E-05,0.00919,0,1951852,3202310,0.091656536,0.055865921,0,0,1.28E-13,1,218.0905609,0.000558659,0.121838301,2.416829824,0.805609882,0.49979502,0.432285011,0,3,37,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,9,0,0,1,1,1,1,1,6,12,1,1.83,3,7,1,5,0,1,1,0,2,0,0,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0
12.33830738,0.881307662,0.221399277,0.130115405,10,15,90,16.66666603,1,10,19.89938545,61.91304398,37.5,0.416666657,0,0,4,2,12,16.66666603,2,50,40.69312286,80.62015533,5,0.416666657,0,0,14,30,182,16.48351669,2,14.28571415,49.63666916,60.08119202,76,0.417582422,21.75,11.95054913,22,43,7.46E-06,1.46E-05,65,0.0022,0.000423,0.0598,22,1744259,3009281,0.102565043,0.059449416,402.2396545,0.0126,1.28E-13,46.84999466,290.8532104,0.026173182,0.16248782,13.33030796,0.952164888,0.108154684,0.220415622,0,4,103,3,2,1,0,9,1,8,2,3,1,7,45,1,7,9,23,0,1,3,5,18,9,7,21,47,12,0.96,11,33,3,23,0,5,1,57,1,0,6,1,9,4.571428571,2,9,3.857142857,1,3,1.285714286,1,2,0.666666667,0,2,1
42.85869598,0.911887169,0.22857444,0.473054737,38,97,1406,6.899004459,3,7.894736767,36.16545486,39.59608459,654.5,0.465504974,0,0,9,16,72,22.22222137,1,11.11111069,47.28899002,69.17416382,28,0.388888896,0,0,47,188,2162,8.695652008,1,2.127659559,57.7976532,36.19181061,987,0.456521749,183.3428497,8.480242729,140,139,4.75E-05,4.71E-05,279,0.00946,0.00959,1.36,140,1756593,3000334,0.101844877,0.059626695,1914.7052,0.059858255,1.28E-13,52.18332291,328.7645264,0.029152695,0.183667332,43.78303909,0.93155396,0.128822431,0.482606411,0,8,400,14,0,1,1,59,2,11,1,2,2,25,112,1,25,52,87,0,9,14,25,115,52,27,85,238,86,0.47,50,171,14,107,0,24,2,82,2,0,23,1,19,4.68,0,41,5.04,1,1944,88.56,1,2,0.407407407,0,2,1
25.31899071,0.873068631,0.314896047,0.488446534,29,58,812,7.142857075,1,3.448275805,22.52655029,43.00960541,377,0.464285702,8.199999809,1.009852171,1,0,0,0,1,100,1.844605923,100,0,0,0,0,29,58,812,7.142857075,1,3.448275805,22.52655029,43.00960541,377,0.464285702,8.199999809,1.009852171,2,117,6.78E-07,3.97E-05,118,0.004,0.0001,0.0142,2,1492132,3011270,0.119895563,0.059410147,1050.291016,0.032834608,1.28E-13,26.59762192,359.7771606,0.014859007,0.200992823,26.53706551,0.915071249,0.169410944,0.528640389,0,0,56,1,2,1,0,4,1,0,0,0,1,2,25,2,4,4,21,0,11,1,2,5,4,4,13,23,0,1.09,8,13,1,11,0,4,1,100,1,13,1,1,1,0.5,0,1,0.5,0,1,0.5,0,0,0,0,0,0
29.27961349,0.887260973,0.225433305,0.383314222,31,78,930,8.387096405,2,6.451612949,11.57071018,28.35616493,426,0.458064526,13,1.397849441,3,1,6,16.66666603,2,66.66666412,20.6819458,92.03980255,2.5,0.416666657,2,33.33333206,33,94,1056,8.901515007,2,6.060606003,26.27165985,42.6110611,481,0.455492437,54,5.113636494,4,137,1.36E-06,4.64E-05,140,0.00475,0.000108,0.0153,4,1492820,3011164,0.119840302,0.059412241,1036.936646,0.032417115,1.28E-13,35.28334808,292.917511,0.019711368,0.163641065,30.61315727,0.927671432,0.131507874,0.427507043,0,1,55,1,7,1,0,7,1,2,0,1,1,7,27,1,7,7,16,0,0,1,0,0,7,7,14,17,0,1.59,11,14,1,13,0,7,1,0,0,8,3,0,19,4.285714286,0,1,1,1,1,1,1,0,0,0,0,0
45.37120438,0.945233405,0.132742971,0.412895322,47,88,2162,4.070305347,7,14.89361668,37.1157074,41.47407913,1037,0.479648471,0,0,1,0,0,0,1,100,0.78256011,100,0,0,0,0,48,88,2256,3.900709152,8,16.66666603,37.61878204,41.67182541,1084,0.480496466,47,2.083333254,6,206,2.03E-06,6.98E-05,212,0.00719,0.00256,0.362,6,1425713,3200521,0.125481069,0.05589715,408.9236755,0.01278393,1.28E-13,2,414.867981,0.001117318,0.231769815,46.83200073,0.975666642,0.055335388,0.377185494,0,3,59,1,0,1,1,4,1,5,0,2,1,4,33,1,4,4,12,0,0,1,4,5,4,4,10,20,4,1.65,6,14,1,9,0,4,1,100,3,20,0,1,50,20,1,2,2,2,1,1,1,0,0,0,0,0
1,0.5,1.843991637,0.001715158,2,1,2,50,1,50,13.86249256,94.65648651,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,1,50,13.86249256,94.65648651,0.5,0.25,0,0,0,6,0,2.03E-06,6,0.000203,2.79E-05,0.00395,0,1951559,3202310,0.091670297,0.055865921,0,0,1.28E-13,1,241.1611023,0.000558659,0.134726867,1.301020384,0.650510192,0.724965394,0.367832184,0,3,46,1,0,1,1,2,1,6,0,3,1,2,24,1,2,2,10,0,0,1,2,3,2,2,8,15,2,1.6,7,10,1,7,0,2,1,100,2,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0
172.3390198,0.946917713,0.095541559,0.542540967,173,719,29756,2.41631937,2,1.156069398,57.96534348,18.41591263,14518.5,0.487918407,0,0,9,7,72,9.722222328,3,33.33333206,48.8541069,56.45994949,32.5,0.451388896,0,0,182,1104,32942,3.351344824,1,0.549450576,70.93347931,17.67655754,15919,0.483243287,539.7674561,1.638538837,196,1440,6.64E-05,0.000488,1640,0.0555,0.0137,1.93,196,1491521,3011043,0.119944677,0.059414629,5117.11084,0.1599731,1.28E-13,50.78330994,497.1264343,0.028370565,0.277724266,174.6567383,0.959652424,0.036697805,0.442990422,1,8,1246,14,0,1,37,153,2,13,4,4,2,69,448,1,69,145,220,0,5,16,68,427,145,77,204,688,306,0.65,110,510,14,358,0,65,2,96,1,0,15,2,162,11.52173913,0,37,4.739130435,1,120,4.304347826,1,3,0.61971831,0,0,0
