"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
4.42800126929895,0.931883426492488,3.09910177778902,0.169538390056192,0.935941101624913,5.69982478657354,0.473771520647884,1.31810661136361,2.79545951804138,0.16337507424414,0.894204760364789,0.288240221978794,0.052171544011402,5.083734524618,1.18884953205061,1.57401966660624,4.96868774588404,1.03487668597614,1.03308264260849,5.33615078808145,0.435427693249589,0.99580176530991,0.716989152176376,0.0595339482503103,2.50447159862092,0.968410362248588,0.023529096279269,1.40280612725159,0.693489053352065,5.13963509462001,1.56429621019982,0.299337053732838,0.213135537716903,0.00085721243854935,0.774535950058688,0.553250451590085,0.0238460518057486,5.6973824746348,11.0054577369303,3.80977407715586,20.7632916089865,0.150801837935935,0.101394064343349,0.539505098080787,0.0798398832845642,0.0141792714345037
0.0604497003708885,0.90871643542264,0.0236213351246672,1.56874370866642,0.625611327692369,3.47344274083884,10.7443697155909,0.927425646382358,1.41564253324337,6.25319536302192,0.365272171777298,1.02428564591376,0.752653600932562,13.7545773477702,1.16073268299314,1.18274882270597,0.217230600317337,10.6570239561319,0.0139228635762479,1.95142878339162,15.6974431466722,0.188302346321104,1.63040287195012,0.245717119148132,7.53703117020516,7.9225356006442,1.19143756293257,1.04447361332683,0.305541171258958,0.216014968417243,0.0469872898450969,0.080326407701699,0.408523188876838,0.959164375871802,1.64977110755958,0.15229079640506,0.00383293614973083,0.0259924257043003,0.744004379393711,1.37096369686151,0.703022474402583,0.0166207482661159,0.112972430323875,0.0698650300127042,0.114666172316744,0.48100198756781
0.515946940423016,2.27936326023373,5.79331462851122,1.62701162291908,4.75930906198935,0.85851044226851,0.121064534775882,0.177608308481827,4.50930074825574,2.69903700476435,0.0874083689196768,0.1251101448737,0.383685244280163,1.77005815652913,7.0624491350438,0.915373039337275,0.0544867391129473,0.477864107340029,6.30142682184202,0.294842632523659,3.16217001582612,2.07677500448586,4.00723923360256,4.46918222417736,0.562099542045303,11.9850703537086,0.0826960012831272,0.00196698867187732,0.0228962475149709,3.36567461659568,1.44808795214812,6.1978942910882,0.059454253213615,2.97282611848301,1.36448389704937,3.56318903833325,0.0881097248811503,1.68215771249207,0.00122424743778693,0.0347360234534375,0.81115445971105,0.429254990114858,0.0224747390852769,7.00139030243715,3.15539130098643,0.61922977874862
0.0184039110063246,0.973586633135866,0.582345489228221,0.241456172267855,4.75334888202473,5.3815815787397,2.33435887130489,0.111789273699715,2.69298806175409,9.14556737581216,0.298905231423808,11.8535272656632,0.0284379639722308,1.02266529130287,1.14156513489618,0.00285724336867662,1.39074996462256,0.0798042861679298,11.1660525450575,5.37819869525565,0.0192654482135568,3.62922160314674,10.8113895336959,1.0896506915651,1.85560817317006,4.18235430327817,0.446952244098986,0.20941585013978,5.86414309948804,0.189321360874467,0.645142280975081,0.488098941277327,0.828108442933981,0.0353083882263235,0.220722325574214,0.448499625439348,0.172200318103478,0.00416812839057065,4.28137883920382,1.23432124192677,3.04502512302562,1.62219159940253,0.0140434380468085,0.0105766541800593,0.0096695441096427,0.0450329308095413
0.116790055088038,1.18307818395231,4.5077828209758,0.0372055116824999,6.35749068053533,5.97741197247185,1.83526233976392,15.46167396407,0.044004040583027,4.30444876897486,7.53137150275119e-05,3.30989571630869,0.100962455047608,0.265458937251286,0.737107826064875,0.253282733363612,1.47769908659601,1.00555632692267,0.0609155206304981,0.361052062027833,1.1908527991778,0.0156784876179432,0.0363721633924215,0.199852494560253,0.455177426810557,0.00659185333321262,0.128908052236964,0.13504460275371,0.669773946663614,1.21555057311038,0.0414043794444705,0.00837411426517128,0.0289944136564152,0.197370992577498,0.927065973146159,0.326041796665648,0.0258909354328413,0.183995708063158,0.0803277523126101,0.902275371154472,0.142332450199649,0.271937635174452,0.211944347148191,0.91728855233718,8.01314226751611,36.2706565952234
0.205646875009719,0.980769018832268,0.658981264636738,2.14505800420947,0.0298253937136931,8.46326757506176,0.708927846796276,4.66622428538142,0.131724640965464,0.0712990304350054,0.250213731697693,13.9109014404055,8.59470630778956,0.958589339379695,1.95094617000001,0.0792888137635777,0.428520579811303,10.7732503950504,6.05294436901565,3.15359481241548,0.906966915211783,0.0388278187138539,1.33909458656811,0.137086734326868,4.42355472458759,11.9248601473953,0.840205753918182,2.17356741510143,0.102774645627151,1.77737156525895,3.1989313367485,0.136552822123333,0.137955623898136,0.164286692589052,0.028113522502071,0.000774214293710057,0.434593523891857,0.0316828390562293,2.28786679337799,0.564924150338788,3.62744349732222,0.459857828371591,0.0914058773660853,0.16842290952079,0.107148103578795,0.681050063940957
1.62062641957758,1.57343911545153,8.73929671682991,0.309022051739156,0.708649676182367,1.3898187435504,0.649711459003252,4.6447571916903,0.126903502324019,0.257452280643317,1.26012264079893,0.147545561383425,0.941055603478093,2.92987852809788,0.180049849222539,0.0583653129419998,2.20876428934078,1.02478393365169,0.143975315335589,0.707749930817995,4.16303098901987,0.219219949231262,0.0151657653793062,0.68483887374496,0.142256926614442,11.1239086078985,0.897953310718793,28.5822782615872,0.587904194726203,2.17751106702568,3.43391846930062,0.600850114365175,3.90775532384351,1.56872521643109,2.94317231860664,0.964093659868768,0.739495558971941,2.99769128172467,1.93456751015203,0.207542843288691,0.147630716299031,0.150104414076512,0.965344787136597,0.421345970823925,0.555627776625156,0.24609797047866
0.725035461189884,2.98695832284738,6.69986542246052,0.152328511727834,0.0517769495649092,0.91416963252382,1.47130719355788,0.0387760227768328,6.8141520222548,7.37691934766336,0.138030541929203,0.0981458091787422,1.41510223550715,0.0116109097940955,0.183628680348634,0.562791957251642,1.07073499815612e-07,0.352493228106035,5.85558772971222,0.00126779551230453,5.01295893168449,9.47813395308417,2.84021908765393,5.5214164261933,0.117529201509723,0.373247781068537,0.466442589917571,1.67419103588563,0.95796347507602,2.61836845971372,1.522536983394,11.142389146581,0.961507625173594,0.913718039708113,0.929770770367566,4.03867730274903,1.12196854076134,0.317355238286138,0.456068291750433,2.95900755627347,7.71621681738883,1.74376156048164,0.0132062359912002,0.0163308357528109,0.0492640762117045,1.18780215636131
0.708149296094218,0.242259203799518,2.16391477045585,6.74426867984459,0.246194834367284,5.37840619826427,0.190493764536244,0.264516992828604,2.1751757386561,2.52838636706622,19.2322153339796,0.333861654612913,0.620591229671786,0.0559071591677515,3.25385943888246,1.81846202542834,0.256846552045882,0.953383731955345,2.72380580593363,0.424818624678612,1.54648050639656,0.102779060723184,2.77473393039797,2.80787992752756,0.0173837176580827,0.0420208759556011,0.127070991073744,1.4414114196588,0.0494387144942133,0.0949982519663207,4.61201363346124,10.3093931482598,2.33755954630726,0.342096987087992,1.5130727397571,9.51900329092889,1.28430046642928,0.00979894323888226,0.150283788515155,6.49649532620258,0.686123409031606,2.87461988039354,0.031022277401696,0.499612445585654,0.00510053007124202,0.00978878920678817
1.24030100166883,0.0180062229353262,2.39445541725827,7.02916136533296,0.0810624422861255,7.22777647698148,0.131775326518963,0.970841778264837,1.41784127760273,1.0484255798725,3.82401216116559,0.828131099899483,0.00515602304423059,2.46405477915163,2.80999199032419,1.2439360835832,0.0906887134217895,4.09042929601168,5.12436258303966,1.32820376712228,1.45299651872627,0.00146331365455607,0.462908045600465,5.76680869257935,4.00968706359672,0.0454428171593117,24.2971826035268,5.1675242825839,0.706035093605538,1.18286244397787,2.41532270367001,6.44425881936377,1.90432922476994,0.537253248068221,0.997113364733653,0.00492081331288249,0.0130151321746801,0.171032244890487,0.000451257972960668,0.175782249707431,0.0508645838674482,0.555852880750759,0.191367177196841,7.60990923338614e-05,0.00131618419844776,0.0755197557335289
