"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44"
1.33977382455406,0.180123455155432,0.561824045025005,1.23523452486765,10.3369626486883,0.320942722925782,0.0102677624601011,0.349366542261912,10.7118682433714,8.30990968700211,3.58434027212589,3.33098594014742,0.452890337372094,1.15799947636077,2.44752843132058,0.143869525715636,1.89163888675874,0.0555256737767994,0.797626732077396,1.34058128092163,2.43848977378153,0.294790334247365,6.25621748275748,1.22719510492921,3.47166475847818,6.35737920065413,2.69392003675651,0.0410708933670616,1.47375807637684,0.110811405645411,2.53733096309717,0.00600704715739628,6.64854710450089,1.62766658912021,0.657723892920289,2.89129507568205,0.660330136160181,9.02287501275884,0.389711495678575,0.379908310453791,2.02007704008439,0.177301563082604,0.0405231168076794,0.0161455726135827
0.101373703020863,0.462117872532009,1.34569878633559,0.0229524170100489,8.34507434574976,0.0419718457396106,3.62675211697296,0.382902907853771,0.0958413200507872,9.83049780754304e-05,1.33417886078477,4.35031655169243,22.7722394303967,3.54749872240179,7.03560273113657,7.34457008327669,2.14549278729886,0.00884119541279274,0.0218435324908632,2.10809669734219,2.49268115831246,2.11891669807173,12.1446278597133,0.38158351277142,0.000299988122989052,0.159351506514016,5.61113630987023,0.132527114099402,1.51591104226308,0.0297702558459133,2.25832135056915,2.13859571634164,0.469884841342635,0.920091449070076,0.0668802216705114,1.88106741571795,0.164301147263056,0.900778403382489,0.112214817266377,0.820740038757448,0.0185017583759949,0.440625918473758,0.00996816623512398,0.117759097472149
1.80894041754598,1.79601449251389,0.025781350198494,0.00859432832777559,0.516455687114341,11.5835921223213,8.91028191724619,1.46593427298612,0.0478544198531238,2.87580820194676,0.466593249323226,1.33053189223794,0.0302885375855193,13.2633786173261,0.0482368406935631,0.277518212750062,0.0159948393070528,2.72692659168992,0.641356510790211,1.32810956118025,1.88091419094058,0.798942002625961,0.148908944242107,0.0255108156579974,1.61863748347603,1.15364299627227,0.0664887407675958,0.0397041567454954,1.25834571999656,2.38074825271807,2.31469763698305,1.56207508321556,17.3283824286326,3.76714135791621,0.164019511652619,0.0798411627547873,0.310814244054789,0.692213758751537,0.000864609406087712,5.58518145867953,1.22762000967631,0.0108222004512532,4.42618171950064,3.99010945194458
0.253236865665519,0.00822472404421658,9.65908515399691,0.0191346427077532,1.00475897173186,0.00594719856646804,4.58062742821485,2.12632577598792,2.10478437335857,0.0412462787486837,0.256344561105775,2.61789373321151,21.0174544233715,1.43654090832084,2.12983041067004,0.0267573481920534,0.0324506010142092,2.52720355048582,0.441028891545797,0.33528765057531,2.78503222749931,3.46739085981872,1.25937431738859,1.52574000620841,1.14269334346266,0.510492903442903,12.1539517874448,0.174116334547191,8.45882992967892,2.20406229054706,0.661385504793846,0.989503808770654,0.129607705368011,0.056226503974144,0.0236101781791765,6.61734904039459,1.4720991326204,3.12563787145417,0.00276478883757076,1.30219742579371,0.115697155707611,1.13837186247993,0.0522246367513607,0.00747689332068026
2.52201808378949,10.2151580751761,0.000258016501197988,0.410838643220436,0.693402768832716,0.784357322529294,0.0833964379688684,0.518119417991094,0.0213120342588954,0.334444278771842,0.481288520141975,1.17076521413554,1.4212863824957,0.538943867338477,5.08250971060417,2.26709263910435,1.79002534983775,0.0557687282366572,2.43338300660473,1.5899357484078,0.509723378904421,1.27841429370148,1.28244005905708,1.95777169724508,1.2280480807089,3.922720290439,1.68224321947813,0.00562426846960795,0.00558763739935044,1.80089790025783,0.900033966888044,1.12788262087413,8.12293520225117,0.272894182628794,0.279132034763784,31.9989694480405,0.374520158069541,0.218757188754888,0.871528951516302,5.04837443676339,4.08441576157344,0.0320384583433231,0.5632001298783,0.0175423880464368
2.14171484490146,3.33898966265224,4.85175875547833,0.278776116756456,5.39697434999928,1.12785004479073,0.0725371770236747,0.139465990952981,2.52212406211333,0.724536524085719,1.33640694089312,0.0680776521750462,0.00228134538918943,2.53158675660344,0.0722091431209651,0.000463664957278382,0.0339200986250516,0.0189101289204189,0.0220312905508168,0.0605422249903602,0.0066533379353503,4.35208830309716,0.00126935792285095,11.7264500839262,23.1659577409324,0.222304903600737,1.12278068888268,0.108881214238402,0.196216832604206,9.48651089636387,4.09495833246786,4.46323151668474,4.45942410078114,0.160264109896007,0.0412114846768316,0.283581717382374,2.38451155017072e-06,5.5848390918957,0.0958785092647979,0.959398428239181,2.93840071076264,1.67449747322998,0.00102864090778165,0.113013364815669
2.11436632690697,5.47932279217089,2.00783200772107,0.355546035906396,1.28742620791977,7.64007309322078,0.0424434723973361,0.00258609010308152,2.8900294189362,0.0875691794231574,5.01463413074752,1.72243115762541,0.827551334491362,0.015487948714081,0.158950771175424,0.775973246973434,0.293752879273653,0.0530717185802001,2.22365538016693,0.215868155663216,0.822631988402974,1.24507057366277,0.0311146382009901,4.30660940991087,2.35906783695675,8.66293682650507,5.46369143543748,0.120301960993224,1.49950682401142,0.677399972041793,2.86880696736076,3.26719398065881,0.00443863535708613,0.451659282329936,1.8515571050593,0.0612439381070806,0.0305184889684189,0.004404865834988,0.453406573915214,23.035033589423,0.492824740908364,1.20662253173082,4.43906469484307,3.43632179126291
1.03145535702018,0.000335152652405934,1.08026530941543,1.4271316114162,2.12592039765109,2.76930575071083,1.51387797172715,0.222410259910595,27.737893824015,0.0442183125361417,1.55125694687138,0.0617803350730403,0.0929122346327806,0.0061013047074509,0.586121391348643,4.00235974677103,0.560292483596569,0.242605001765437,3.18851300624076,0.707311228349763,15.6033297038889,1.7338011885984,4.87194530939541,4.7187112590434,0.208901019300477,2.04880031126304,2.33622491391135,0.494334995431148,0.86530562116788,5.9632200836344,6.1167573909739,3.2658065694957,0.014677802945968,0.598981792379091,0.0523607131511988,1.45930979269115,0.00159320780204673,0.0857561259992128,0.103652077913514,0.00353943407024245,0.26749201367722,0.135935319098599,0.0705325133108725,0.0269632144449251
0.00129047895418213,0.641878354352167,5.567096460845,0.770725663493673,13.3169603782173,0.0398941302391874,0.269411513582504,0.337612889835716,0.501449970790051,1.80636679044214,0.477565104534898,0.516532293540372,1.74171349195529,0.333946405278766,1.00427863037282,0.363981445827158,1.57719901525577,0.568170376445206,0.488561078612954,1.58352514585162,4.43014046592809,7.96657853879096,0.0516202760038403,11.4530242835354,26.1745844376585,2.34193719242668,0.00822293106883586,0.901505926580755,1.31761302879986,1.83625927982914,2.10433764363748,1.16790708960143,3.42308531669038,0.259588680235195,0.221853183693584,1.09247546959266,0.0316171183399653,0.000418737025473386,0.980439622320289,1.17315037641796,0.12460504365876,0.947518362827863,0.0536279429009304,0.0297294340092032
1.3309496705492,0.345563976221095,0.000125167507004728,0.00204064499878394,0.718784535682519,1.0196901464669,5.59357197251475,30.9840763823748,0.00123787485159029,0.00729494475224031,0.0587597965912766,1.91508244864281,5.97299770700943,2.81004350573556,0.0683916191515053,0.511671541196561,0.0461966787820347,0.281370898715496,0.0507543660985511,7.51929333751603,0.419540596817287,0.998346861367923,1.72309137857099,2.38481122368836,0.0291899126940282,5.47036411780177,2.26851547633856,0.930754515513434,4.86156391123803,1.88016595098995,0.214870161475176,0.0339991380568463,0.00940024007158792,0.0817286895346055,2.20078917660305,1.23799019525957,4.25841288237816,3.63473931812442,2.36058858406712,0.605056040948754,0.14111913108143,4.98133059560137,0.0344083842017534,0.0013263022177256
