"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
0.0129600171581278,0.999346805341389,0.499466550010185,7.74237276070458,0.64954545082871,1.0094855417981,0.1213805652879,2.16218547997531,3.03563671858627,1.98567994787681,6.93741225743497,0.792319549913501,0.934160803124572,1.50627776511232,2.90287874355291,1.90032848835064,1.14980808891336,0.142532401936159,0.258300350844496,5.64348633523559,13.3933444128063,0.00126172961387118,0.423100434869182,1.82383725465993,13.8680849267411,4.98607828831163,0.578688484115593,1.11402901963161,1.79043569690468,4.90634888663577,2.29478247480851,0.00601410927111252,0.168913066188298,1.0130121556242,0.00354791182397735,0.752532910525628,0.0999897943801473,0.73933038280657,0.108580386672038,0.511773983208157,1.8777062040903,1.25072242650363,0.353759975321278,5.02299286955469,0.245910498531749,0.16137509229584,1.64630578984068,0.364944891468925,0.0140693824076552,0.0858732056722637,0.00708873272873597
1.02626382615437,3.43374645889957,0.301436674519718,8.85861830826035,10.5268962249289,0.0322782011050153,2.39222008569684,0.156473471417573,3.24540437426735,0.622753996482594,0.25168750254816,0.858127008837296,0.188054589803861,0.047620279647693,0.0762360767243013,0.0214353325964389,0.000242611069484005,0.010331192329808,0.0311529550035977,0.030932177747289,0.229784340106819,0.290002252504187,0.13021615127531,0.640117853859995,0.63808628248551,0.0407211223216766,0.00539822518592136,0.77590807438933,0.259447058622676,0.111724476931696,1.69731048690597,0.0143312049417542,0.0693735417862779,0.0932718339435322,0.0191844793956908,0.69914359508043,0.0132480532775929,0.00165109245563282,0.814233710963698,0.724635914136975,0.0490051863168493,2.9343874547802,0.01301896854266,8.6365831054263,17.2110655577824,15.7403565755839,11.999626312532,0.291455799586411,0.0967123869705933,0.602838035188176,3.0452495186798
0.0941606607184354,0.364304145472113,5.45940556751139,0.0249902297048795,2.40224681856154,4.43731470360942,0.457968656747879,0.0710857309688346,3.04368326500808,0.276270255804254,10.4268747536963,8.98146326214266,0.41751281293414,0.440158700180696,2.96255872231768,0.0127266367800999,1.18161278534246,1.7257067498528,0.156971393874004,0.0349691256407411,2.03404275044469,0.0441612213156552,0.79755190528877,2.8081804560336,0.0570853510117743,1.03136668875572,5.27297810648896,2.48514876481092,15.8104594790811,3.75219922370623,2.18328404210725,3.54301759538984,0.158552623312745,1.01729261103291,0.00154296715423466,0.70327665838558,0.0426879924015611,0.0180564601889187,3.41934468977113,1.46174159440144,1.14105800896234,0.930406497648798,0.324536740637216,3.04524550817519,0.776518453841115,0.649776363934033,3.02912161430347,0.049309957774735,0.0316963187636183,0.252848447970805,0.155525930037401
3.5884470903744,8.53968557889158,0.329244538301146,0.108366792956298,0.0761868190593401,0.822660297521085,0.212705766942545,0.183841681886824,1.99529175897195,0.065958005986462,0.562920220571211,1.23342043413184,0.000235159843026162,0.493828443570542,1.42406121498939,0.778922669574938,0.0965832631414257,0.293502538692706,0.160306674449952,0.213558801340597,6.00712951495512,1.14109692020195,3.13416798185176,0.0647934594291308,0.132140399105094,1.43729984503912,0.00906660540990092,0.262462426673069,0.310417621105315,0.624354521171176,1.23694800727941,0.2302737462678,1.10206745932889,0.0240414985904749,0.119094810862328,0.681478096465906,0.0030237133969472,0.182218651910231,0.00409396699703874,0.104707276125745,0.0019205548168126,0.00594445427548963,2.55604794635257,0.00596252864615607,0.0684590763280694,0.22598418637168,2.02450272723261,55.5636307618821,0.826380769606528,0.625429257280266,0.105133463844024
0.57415271958484,5.94031337190135,0.276027527463654,2.02094507375346,3.2811405931026,0.0995705952482051,0.135529614756368,2.82979680699325,3.37777441736055,0.00497585301545295,2.35226839248076,0.000138798582652952,0.00821895420376158,0.366954302127931,0.264934012726112,0.976889609014109,0.0143670835739284,2.72579701902884,0.617338097414202,0.0233065523303138,0.465692856819894,10.8899542704429,0.644670028999554,6.20396341962324,1.07219342729883,0.600851402003601,4.07681942739933,1.5971743453964,2.7827038998114,2.04508127074284,9.54652446768355,0.00611938623194894,4.59300858914225,0.760911047969103,7.55818477264993,2.38994189352475,1.94173279537058,0.614123591833246,0.0263341374257881,7.94595388381006,0.346092685327926,0.156535335225979,0.0852700977745272,7.10640818934139,0.215866536964713,0.00141244371369418,0.000628002914194862,0.25510047781808,0.0116493179585013,0.0079940894732296,0.160664514646212
3.85121785684771,1.67333309891605,0.12265139685558,0.0632291947305694,9.66442707117283,0.0786971816185823,0.0191811428093921,5.24145508488464,0.130616793563737,0.795579533427122,0.429448799383847,3.49026686320876,0.621450442832529,0.75149851571787,0.142927678348908,0.00625289559097273,0.0250272231662955,0.233465982057587,0.0181956892585462,0.945328409629714,5.35490057220936,0.147479992382785,1.61837737661305,1.29676134911686,2.5814278657364,0.122184722095477,2.40283714093077,3.15895707683725,1.02311132868446,0.61247240684306,0.474166136023708,0.930803310397252,4.07162986829583,0.452161911141022,1.55961625981757,1.18481740419924,8.5428598105622,8.4371104445514,1.54270357609525,1.32644264124982,2.49646019294536,0.0433230840020607,7.27746882858276,0.176350798913901,1.01929915670221,0.773145474663558,0.0310340583054984,2.27842308304659,9.31266046378331,1.14505552306831,0.301707288182392
0.370138893904107,0.261445092278392,0.382444280309645,2.67117191989168,0.399579168530686,1.70564940137973,1.31178756638602,8.86013022236761,6.5673570145747,0.722951047131784,1.86715896838439,3.646225060512,1.72670350710504,11.2018601787521,0.00504696743215308,0.0124295502166711,0.0199071894531036,0.669537926196989,3.70973438315689,0.093598894697865,3.60150073694295,1.0662672554456,1.63578040656402,0.557487064766381,8.78469658348577,0.6795589373553,19.7277559789397,0.636059340034213,7.70440574342447,0.33282639257414,3.23301398204654,0.717705900229636,0.00159120540424312,0.634167926552297,0.956241733786376,0.886764088253569,0.307265973364904,0.292203118077424,0.0125603312143416,0.104007267475837,0.0106039143258543,0.262544612315562,2.02313042734865e-06,0.346922940092371,0.200419757000551,0.0063647847978637,0.0461499712528406,0.357471871445009,0.624983254167057,0.000212203488715987,0.0676074693845347
0.00375968593358761,0.0880592006353346,4.18975692577301,0.686693921784728,0.331193342323683,5.75771053053372,12.8520474087361,2.56006172787262,0.101025881083375,0.206438908004927,1.60839716578854,0.0485993994596073,3.48925694774781,0.0875085014163357,0.414863786541263,1.27432238820034,0.494432951632359,7.77789950324797,0.599766459342745,0.790533447868077,2.80444790197057,0.290748064378293,5.26983245928023,5.16048414375801,0.216138909067802,0.00426807397884187,0.519525341516886,3.81814251676337,2.9353288014706,0.00146897635249992,0.429364055069161,6.42420704808104,0.00775069404752085,6.21252804747209,1.84759370150305,0.00619970658875235,0.53499169698975,3.16520156433061,1.95458599079504,0.694060272574947,2.04105562818414,0.729894770765437,5.82681507050925,4.0390979831288,0.0404115372314967,0.435024543387277,0.952013266041637,0.0699809172825975,0.184930981542104,0.0195452740352259,0.00203397797679454
0.606699656428548,1.14887529452372,1.57711745786499,3.57488690130177,0.115569157435419,3.51367950953219,0.40732435044347,0.170390328178801,0.0246168284287333,1.5927529041802,0.924312167274595,15.0088626443701,0.493779398218466,11.641689565089,1.91640132801094,0.481309088723592,2.18755893597949,1.40386647536433,1.95713383498209,0.015420214465935,3.4522965865289,0.00110344961791,1.65623728928653,5.50999575310784,0.268658586647635,0.718446263269223,1.73344671831157,0.346312032863083,6.91911186491627,0.351103578799581,0.0978400614754869,5.62989291115281,1.12352206029277,1.70588542678979,11.3909023155284,0.605043455378792,0.904425290183363,0.014870151756548,0.518085056462454,0.0160023084161313,0.545001791100714,0.634931298898105,4.96883668262396,0.0303967128534057,0.000110017992126414,0.673491633342438,0.116582728209195,0.0189359184129055,0.775338810981282,0.0763787636501658,0.434568440354277
0.513007981199956,2.18123087798618,1.04623529401943,0.87402525286102,0.0564189156684062,3.54105596106617,9.56600705338452,1.84741215354681,0.321014594967984,0.233620735764414,0.0303709829182115,5.56039409000694,2.18374439925082,10.3999812841549,1.34585177358277,0.825408502117051,3.11603590923263,2.67428832936257,0.106532912861106,1.38839117632572,0.039326537597456,0.000926082920796592,0.914430570274672,0.063255351721059,4.20416708709563,0.0449287873303931,1.36902955424221,7.54301683327269,3.39052381345147,0.617955185838982,0.14665200299083,6.52466724083519,5.34049071019218e-06,1.97333668954729,9.08277603361235,1.07740323331019,0.0368651740053439,0.243643192819914,0.744453753580747,0.204754803339836,1.58132759481011,0.176001979881313,6.34675585725098,3.22622611689466,0.120428818569414,0.716460044106793,0.619889957216429,0.0823351711839087,0.716480033722741,0.110235593287952,0.270713384520282
