"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53"
0.0111636164456325,1.73856231138987,3.51222566117704,2.64735159057197,4.58736549618544,0.95940829998416,11.3249127576578,0.337033860821362,0.67482284674903,0.0231276739099272,0.0257325341480201,1.30911993120649,0.424894987124467,0.192833923993027,5.29039925246676,1.86909965029146,0.337028070171477,1.63174065687164,2.28390959423863,0.00547509989772353,1.36476792664767,0.105757412197277,1.18634227971726,0.337453659857562,0.0651213760622145,2.52990430290405,0.00236937259257535,0.151979069507107,1.2263861700248,1.06912271338598,0.712130088145322,1.16939193354994,0.364994763375646,3.69780242986316,20.2211570398207,0.126137570434643,4.65621628450415,3.5610012003526,5.15314715121428,2.22817129262866,0.00339601593278461,0.369091268863997,0.0181853361550272,0.162295723469762,0.0597967578693039,0.623009696255422,0.405147904638742,0.0139588747703626,0.0560331256878856,0.574347076322674,0.439380933583371,0.0189686482023461,8.14082678616075
0.00269780520378169,0.559316494721619,1.14226421710628,0.109756824167009,1.06441938266374,0.699156659030054,0.393449116817604,20.2545066782243,1.45613925344189,1.45357329406419,4.70025484197311,0.370756360143744,2.73093887002354,0.219139429929175,0.403752354272107,0.000531198400840129,2.17667077653382,0.0714020825201416,2.29023987514918,1.71974886953555,8.02352014951406,7.94269683428635,15.3678146204606,2.59545431473251,0.166496851489323,0.0217711913788038,1.097910366589,1.40589480040969,0.011873590810926,0.293766834380795,0.363146429594984,0.0500479568322973,0.0733590557487224,0.0975722098867755,1.23033265440715,0.10974876077616,0.523428954545534,0.317118936963072,0.0444881616400665,0.366408087093598,1.86059015948004,4.98375636682976,0.703196632912843,3.21231397217724,3.2810167872452,0.7097924867804,0.0473135111630928,0.0132061438006188,3.16201048060656,0.0422252948311376,0.000437112060846526,0.0116897998300802,0.0508861068199749
0.0581520429852207,0.691530712727663,2.02535739665922,1.07297876347964,1.07699242013403,1.21998413772937,0.0240002611051461,0.662513813273522,6.06740543225622,18.1627568271006,1.68732687387765,4.45154345064227,0.337163214864764,1.23191209391857,2.15590812178867,0.340882478176596,0.872696720015207,0.369329133287043,7.01481447317098,0.0145163081925846,3.29635544480532,0.0466935606625029,10.9175507160187,1.73551071619362,0.404951556512262,4.38894284237221,1.98349394348697,0.0164644080472318,2.17179019746195,0.40207479057547,5.06445674223208,3.1074805062617e-05,1.94069687641917,6.24505992981966,0.000332046233467605,8.24360665062129e-05,0.188541272621552,0.260815333525981,0.106678887327927,1.94086915273677,0.00252883836626796,1.79154293392386,0.338322798592623,3.76373778564653,0.547575892807311,0.327906803158479,0.0276398229015404,0.108581581502266,2.20284183287813,0.0236482793910745,0.00657238449038818,0.107686750077321,0.102257692954819
0.0173895559174586,8.3631858735313,3.21159364225691,7.03117517096894,0.001143455997292,0.100982586135313,0.0146329145736883,0.393117379192738,0.462847020038691,0.0808746872944381,0.593351737342029,0.422528085828733,1.81041579524368,0.312843824510206,0.0898144075681546,0.167647318530706,0.0091803850309294,0.56051017096818,0.628266283498908,2.1410148439463,0.365274579764743,1.5884971390662,0.486408714039332,1.47525660540887,0.245821799003698,0.0493209021984026,2.38690057040229,0.10594631758848,0.279096730303362,2.56816929965579,1.46635423154874,0.0152987660571918,0.580520307529187,0.882314820057748,0.0199303065166892,0.00697145035003122,1.91936188866665,1.92814161444896,1.93449861868848,0.447242865507078,0.11811823408956,0.986170356371979,0.612114129585569,0.548425088923901,0.983885725984079,0.000138056188197448,0.0172042621361965,1.56676138314355,0.998357667325243,4.9835825885701,0.06393356768515,43.4633315540439,0.494134720775955
0.00369903452624659,6.71447077605734,0.573190519093939,1.58367662799643,1.23972517129913,0.101054262374483,3.12569235477257,0.0799875939824464,1.57205700121333,10.423878841134,0.428355109463207,0.157071472010671,0.157981958249558,0.0035743105884336,0.526791005250585,3.32120998940288,0.216833561974446,0.39038787016062,0.035417539500417,0.219651345027527,0.0636713979638394,0.137573843332108,0.16397330074623,0.909243693865442,0.493844516401677,0.06216913685836,0.567608994781962,0.027548943171406,4.24893890974962,1.39272797749792,5.52725331319975,6.80817570647005,0.848994689147451,0.546872239694074,7.40508486088985,0.200710608729914,19.8547650953386,5.28077213161007,4.79486846964098,0.758961424911353,1.88590343412066,0.118428929855575,3.41656677927628,1.50305366809906,0.231477306897436,0.110487194680357,0.00931608986818671,0.0407243372535559,0.726573448684054,0.132982681210507,0.0171270133869077,0.833962906497682,0.00493061209083094
0.281050624340502,1.94982662697912,1.08177432427727,0.000615662269505311,4.25661759521357,0.0218647898822985,4.07418705633233,0.131476321837138,8.63542572331626,8.48934602369481,2.60113310440293,0.541645846496883,0.115309318839505,0.00387352563036987,0.729045614089465,1.08532213041464,0.247088524600456,2.11782388144938,2.24884458146694,1.61958050772828,8.62043367933842,0.558989629849319,0.00132532696877165,0.0549591069503891,0.000724202126013444,2.40936782693267,0.151041894749771,0.0235449258936444,6.95776146148002,9.0894440578264,0.777530616491729,7.37244829301275,6.00458216023125,9.52972122590849,1.73991843560638,3.52250896889545,0.905008877470981,0.110714497722065,0.0117306031462771,0.0238972392661372,0.39800379815706,0.403849095424415,0.0419125529742847,0.0796828829648593,0.00219883054028261,0.227394745524312,7.71134001934172e-05,0.0196970785162806,0.0261758385068923,0.483949780047384,0.00892371201266541,0.00917415681588836,0.201455601986937
2.22942796989367,1.02813863491225,0.0333356247025255,1.56971128600854,0.211427525077971,0.0150644049633047,4.46962630567393,0.420156921512311,0.200473508808722,4.74237475055291,1.61046394447132,0.00011160040862086,1.6933624837368,1.7403269094631,0.576606153194108,1.76383709256373,1.41781151235791,1.77918969356699,12.0971282612239,3.76369864261131,0.018568829602288,10.4534667088806,0.0085470538605751,2.46645123108208,2.20277661480037,1.23683513331777,0.122507854174924,0.214327835504919,16.9072057379461,1.96185938359729,3.62839046505662,0.598917763145852,1.96968347333992,1.06721077144689,2.56047470867583,0.825327464358051,7.58074780050223,2.26589104677972,0.224115054009746,0.398331968454668,0.0543815713873846,0.181339341223591,0.827267475649379,0.142413484497203,0.182280603940305,0.367727785713205,0.0171425948108013,0.00415069107561802,0.000103749302574417,0.016316292316361,0.0016273089627225,0.0564496589000788,0.0748893179804892
0.0013363187488161,0.0939465428085205,9.20694152343718,2.21355208775205,3.05544702117617,0.724302105246808,0.677827135419572,2.8604986099288,1.18848337733941,0.0589653633516831,0.0304681763220097,2.37670853814212e-05,5.16791215166901,4.44446185356941,0.180656530858239,0.18849541692704,0.0265620527703895,0.0783442306340318,0.00397305429239468,0.947224113398092,1.79618496702518,1.27486453673893,10.8468659663815,0.072004760451136,1.94699980242457,1.94623040540699,1.80165690933642,9.12236243446063,0.433060909913824,1.37754055519149,0.0572017394133819,0.526861179267918,5.83632279410976,6.20975459370185,0.383731036930988,0.343092283686289,0.44262889517206,0.00984651004242411,0.30952099206025,0.000233273725740013,3.21450744980866,6.4196032535072,0.189176655186608,3.16638824437037,3.8054790230573,0.784832898374016,2.33687851788084,0.0207219902033619,3.91414097940427,0.00587819981197698,0.0333390175692169,0.222667735289478,5.73604258887202e-08
1.37474053226889,0.133104523463515,1.72888730754195,1.55945938167428,0.00159206754965939,3.3796587986711,0.0162281635651732,3.56290456248137,0.120275271809119,1.79915879458679,18.192209911896,7.46985980568806,0.141084928232847,0.486185833134843,1.62532591074248,0.491450154826923,2.38365214198844,0.362042637637255,1.83164215444834,0.14839317376951,3.6720671630145,0.00101952986731847,1.01321701662568,5.50706426189678,3.76224859287033,1.05709642156031,2.79812008617034,0.198327017937282,2.24994817289853,0.354709457724789,0.410174005190099,1.28215080573786,2.22223473294758,2.79593677260206,0.585820231687554,0.00809199682178005,1.83494763810728,0.450116743088088,0.0198153597214888,0.324837554373072,10.9281038653163,3.45797802980297,4.17835780753283,0.00513478995190386,0.420375575726346,0.00217715501138403,0.00271320139068165,0.0538312887047165,3.51231403820969,0.00958186705970775,0.00335503006263143,0.0509861677739243,0.0192915666376279
0.722205348921252,1.73823163016996,10.2130181358117,1.72443436054127,0.194354928717171,0.0300631936612511,0.139473629149495,0.520513667114488,0.165420911430302,1.50188021162747,9.23693150029395,0.152201077600733,0.00749336288305881,0.588110548623939,1.35804319799447,1.67124659249504,0.0142563027757203,0.479295976075183,0.225360900177756,0.397178087003686,1.50914047573144,3.63912922428444,1.54200024641855,1.79493371636708,0.0162367629221592,0.119176918719443,1.01141602994396,3.09815514735065,1.16972451146459,0.861554640544681,0.123825432433103,2.38145296421643,1.38692405116925,0.828350922697887,0.265256983433283,0.648442737519089,0.41866275515046,1.03016031240586,1.12629531752781,0.067427749290412,21.1406106608159,4.0116778267777,4.67816166627431,0.202090277619263,1.78410612600633,0.534207368350696,0.277852928531066,0.516160368483119,12.4170358518306,0.00817911661588588,0.0185297481831207,0.273422943404716,0.0199846544489106
