"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49"
3.86085302764768,3.34018786904406,4.24564446384301,0.102412316388906,0.0115832527964782,0.350634206065836,0.214106705365315,4.71868057302499,0.0249005346581775,0.0840784563808994,3.64978011781582,0.0245050642916015,2.077536196615,0.165879863185208,0.00939196156809881,0.120794651718284,1.30737952242785,0.157158277104267,0.0379590039500591,0.0420319676365038,5.15103293597793,0.000104608992865545,2.76400118738353,0.184178063833177,3.96919628113783,9.18369655071134,0.432998554500039,0.0605571822908677,2.56311978236556,0.0420287829568047,1.08899701294038,3.02064933266345,0.256305291682119,7.00029537432371,2.13430132579859,4.52102994828218,2.89194290887468,0.131991904174261,0.0528170285873422,0.392651914351664,0.00444029940979854,1.50350273908502,2.60553935611629,0.0576094340269325,0.383783608943753,0.518940978502551,0.340711313867412,11.5700718364414,12.6280064302505
0.052509314247331,0.465022647294919,5.86116235458425,0.418234027268251,0.470546569705434,0.728835692169099,3.58502990239437,2.66058594525484,1.60055287271517,0.524720774298822,3.11467266499123,2.0967830049529,1.41088900657563,2.85567029220199,4.12842952548028,15.7096435519095,3.78962919879175,7.73785718570695,3.06691484084838,5.28461322075006,0.0182550617820316,11.4713915973544,3.97573239785896,0.0762747794528777,0.481042797868517,2.24276812322877,0.432856798751341,0.015609749187237,0.0919643307762891,1.89945374937392,2.89334279659517,0.403483851076202,1.87498581011313,0.0359296876380869,0.132632895265788,0.271494061592576,1.37622407764068,0.0128208251190787,2.19652552167007,0.720805575489495,0.439142676710071,0.300028612229114,0.259719180245737,1.36273823080218,0.927207515009565,0.0116913027191137,0.469310274987957,0.0442421041621448,2.30231581890591e-05
3.71255821176796,3.59528857088875,0.599143851332546,0.00438214663628501,2.97139652256748,3.42960596834426,4.24798758414826,0.558709259334064,1.72017831416522,1.12677944080154,0.0454944007842889,0.420725402390731,1.3985071203721,3.55144932258007,1.10357636960241,0.0707968133924917,4.78597166533689,0.00145487878498862,3.43289568196933,0.851615566442666,0.038439781647158,0.131942859654345,0.492978788736349,0.0188955088865282,0.0436256109573443,0.0117423242108508,0.0192873366457188,0.347703939540685,2.51157456213249,0.202348619130152,0.310721488431579,0.463570143784373,3.70143188788172e-06,0.684991649433195,0.532842135312358,0.121315109894559,0.0025352657465656,0.035828944929727,1.86318216009399,1.91859539139152,0.454053506079884,1.189511000206,5.29190631683646,13.5395166674876,2.78293445879567,2.5697094955093,4.51454518021466,6.9151030909868,15.36207787025
0.0229796703554148,0.0300144447924546,3.45296792615151,0.241149447831255,0.75642754256535,0.837107958938361,0.020118663077921,8.30558842311525,11.3399826872323,0.168270081240822,10.4426309385763,10.6581395159291,0.000444467333872824,0.0585188721525152,0.0131778119022232,0.735030131147645,0.0260726229895467,6.52523921348616,0.128300923045895,0.000287448042438501,0.493421142040627,0.129086965897224,0.85356536598581,5.46889513365361,9.05120184965536,4.11172059854289,5.60842069275566,0.186726890992583,0.0962070159698075,0.00106436479382823,2.78992740451402,0.0713024597674601,1.39846769568193,0.106215746807169,0.0771225735001102,0.972149508496053,0.7657205628097,0.8416866006562,4.85943330712526,1.46510843263686,0.354508748725361,0.609729336471318,0.0630975101825293,0.699059752739107,2.26675938872491,0.313994913273632,0.967593992119973,0.840408724971404,0.774954530603411
3.36674689717533,6.77104518737207,0.0664588279841535,0.0801578392654529,0.732993973769928,0.0732899258677951,0.0836904107053082,1.3130269232888,3.29533547506631,4.22134177158011,0.856263462617684,0.00104366888044516,0.890254798449598,4.28843823553783,0.442227483532124,0.00130245772195899,0.167431177380979,2.44775544659696,0.390435473227223,1.17516119287223,1.74465730513143,0.344705031456251,2.68860019431493,3.61251258549301,0.739742132900163,0.123878958753666,0.181505277641529,0.265221250969198,0.122837324819484,0.502262247304698,3.33567939800978,0.513269502867484,0.273906181519413,0.132130870878353,0.0101693947987028,0.0095359652938503,1.44617122397518,0.480155522124038,0.116208751692131,0.291199811758757,6.18778994915818,2.94946528947481,0.118591308747977,0.256758527842096,37.6993214020571,0.424955933441835,1.73441975220658,2.03486165731259,0.995086619164596
1.95126057984259,3.93685096762475,4.04516490091721,0.291994800356773,4.15682624296414,0.946857029014347,0.0488457136764241,1.24935912797443,0.0147441728406849,0.590153021561339,1.22641920670925,0.880226120297282,0.0496627528908518,0.125884899364341,2.71771426650578,0.000988733392575403,2.47285969028737,0.458733390662243,0.923293774655723,2.44636697060067,2.0262806540865e-05,9.41999173176839,0.83487914324833,7.00772353049512,0.00461241213049951,1.23607363986685,1.886861635025,3.28702354929186,2.42971201392872,1.86899759992549,15.1417710203014,1.71980861609447,0.0238720922323529,0.474379934206242,0.510099998794078,1.95272024233191,9.95534866124872,0.858598385465188,0.3762310046648,0.0403762311651397,0.183588348136845,0.272745198635115,1.37895157232059,7.54093353203007,2.39429281942791,0.405472936434938,0.140669836704289,0.0803564930843474,0.0396811960960304
4.1708493144867,1.57053453165035,4.35666426625812,0.322598436332391,2.39990999810485,4.27607258889583,0.773177701179185,1.85870187661995,3.31885324209478,0.829030049361882,0.210012847017894,0.582069593923498,2.59917181466216,1.63767337398923,0.408144913181263,0.0995617032865316,0.289467325499599,2.17992589665789,0.449432399467374,0.678252563748551,0.0833047594401402,0.160246986610049,0.553355200926987,0.0265819755920115,0.150888364434573,0.0307163132596033,0.713046556064654,2.26614930217444,2.40871362075714,0.422462306393686,0.309999772511683,0.702197987666359,0.0559832682275022,0.289984377996617,0.103870381381755,0.575525583290367,1.26671943658196,0.115368870345292,0.672588472380177,0.204479288986132,0.731454078221862,2.6573754592253,1.10908122402914,0.00518342951196165,1.05907253536901,14.8404823584185,0.633034986703996,34.7552439026625,0.0867847644185627
1.53755792703675,0.0555537645252321,2.1344170700581,0.141545769793445,0.448356119311853,0.112416790124813,3.8384038962662,1.03961045561132,0.577252561237787,6.79934009285009,5.5287064457623,1.26138741500979,4.7336450545534,0.710670545257888,8.3244263786407,1.30770974782549,1.83408552705477,11.3062853094482,0.143742345039372,1.16931816198644,6.35417616610433,6.20734080092231,3.20970959423315,1.02588520883643,1.95048892578929,1.5880323331409,2.89821913082207,3.49955222949751,4.42569133080718,1.20207093835053,7.90034295917408,2.89023108769468,0.777222665243509,1.0111690213346,0.181466734031558,0.413421532580681,0.107677223208394,0.0780744171779857,0.052316641052863,0.175949796408233,0.00140815127509703,0.4645229956234,0.00834162271530633,0.383747249019442,0.0109033346438384,0.110408625979592,0.0390325515241294,0.00119974325093709,0.0269656121640773
0.0367886500900577,0.36558138210113,4.11322955400686,5.62770022905324,0.820964216162084,0.316113052547879,4.38677299280433,7.42938613682714,4.93206127483061,0.0333647700809328,0.361132356582897,0.0118958730228314,0.0130279451561691,7.35841587473952,2.63183306764588,2.43119649356975,0.0123799737848964,2.92753128100215,1.47057732833995,0.701615901608276,2.00199020450143,0.133913096006156,4.26744332994206,0.3469744911799,9.88043868532129,3.75046209582501,1.24529094366815,1.00098571362043,0.244152775996478,5.13254951802249,0.0304242711071128,0.324624790548876,0.497798292506466,0.154295475181928,2.57107503517128,0.763463100915119,3.69987973567565,0.0497743903735439,4.130311884429,1.3283385680123,2.95093201214861,0.43908869203959,0.269922511863395,3.43525676029365,0.0819692619545926,1.5634361980364,2.30958062006454,1.16458861420903,0.249470577428917
0.875920649995877,0.313083865027824,6.10884948287793,4.01943383516082,0.747778328852109,0.0813607809002269,3.11558085926461,0.459382037100237,0.304621897101603,0.00942540515572269,0.857426627665171,5.3777248453939,2.88892866872139,0.965391848643434,8.53078904199239,1.14228743966765,5.38078377415285,2.60371138104028,0.160363530290492,0.0798013641439617,0.244329277996374,0.344052364288363,12.7643758497569,4.84496663012022,3.09817768954098,0.0209329215643523,8.35134437904197,7.71465995318385,3.17832260634454,1.4014620530657,2.96395378550003,0.173552911232474,0.416446732312358,0.0240328510869172,0.406763397032204,0.075082042137376,1.36490138661556,0.129646489333957,0.24523407654192,0.317308141666919,1.47676691508086,0.0149917686662603,0.449121267064297,2.81472074387364,0.00103387393349542,0.896562867877079,1.11112640163128,0.877465140379139,0.256019819982571
