"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48"
2.05565457973818,7.38199051193102,1.45070703291312,5.71420271869061,0.407411925805551,0.285542607850737,2.07594289652928,0.341395713120408,1.20419245031284,0.0211470410842885,0.120604088881607,0.515449617086636,1.09043501138809,2.2390657552658,0.105403221363345,0.128614580749346,2.16207127617877,0.0974419941734387,0.76177587749048,0.255406808261691,0.409618598382652,3.17123406758819,0.925571132876973,2.46248157311323,1.12378266418727,2.0759338675889,2.75781239831761,0.0332595445816229,0.352037793704721,0.829587673952495,0.145930263747483,2.40053953220006,1.4300228846771,0.00373309371081463,0.281572323418566,0.0600143155623466,0.633755690951845,0.105145669726705,3.84288026055999,0.133354848050271,0.275284287990949,0.0242357777759786,0.586763923721643,1.89364341354286,23.7234297636944,0.191347229722358,2.90094556913823,18.8116261286995
0.0157322894858782,1.44533108711541,0.341136027105268,4.8999132867339,1.04340185920276,1.02145853778923,1.77773781665938,0.123922952260349,1.55376415860576,2.46951445063637,1.0844030624186,0.358841587442039,12.8537189711626,9.51690690957835,3.21515374383611,0.0329466603875075,1.95692129870423,10.6531201841734,4.25891231099833,6.74995647453902,0.0289109376423426,3.72948951868517,4.24620732768598,2.46754968307624,0.0120560199580938,0.611033956656227,0.210369655637165,0.0212007257143463,7.4183859864721,0.297751037686206,4.59586230721148,1.17016863996738,0.0853437591903531,0.0231923651984056,0.00244305681679569,1.62632290647201,6.15435944314875,0.0412032860971335,1.05119951956245,0.187478805044135,0.0342375769911127,0.0786216500072978,0.0107924972010803,0.0973286057951392,0.0773256623137905,0.228597217854883,0.100725247032921,0.0190489360463929
0.0694189582874174,3.60937237281219,1.16218790318656,1.83914076224557,18.4916154308736,1.04539559174105,3.54076224664686,0.963214276327333,0.0289700582314998,1.30893355023956,0.430773852385787,1.18690923009593,0.156295925110472,0.0768896504608393,0.0106903482664886,2.24625870246391e-05,0.21724644284781,0.125850300137771,0.319864195387955,2.80670101682145,0.0258312843108839,0.00687302023625701,0.175854138659468,0.0179150039276324,1.30982839387965,0.192575572709213,0.455619794876945,0.469132767329838,0.0120871908606949,6.73718970109865,0.470575675029191,0.179414912360496,1.5435307180358,0.601970480338955,1.97128897411669,0.0530216403854871,7.64084098130701,0.0268836001296257,3.69038993913431,0.702602467079313,0.00427817773759909,0.180135490728679,0.00219049145781301,0.00473276297808819,4.1554570654655,29.401753752113,2.56777753887282,0.00999389014727334
0.055063000171875,0.196878961036611,0.0586420837735015,5.11707241831972,4.25028849317178,0.228364897975109,0.34685736973106,0.930256746763031,19.2577392254937,1.20289756301086,0.100974760284214,1.3950456617382,12.2497292901983,0.0876716370636917,0.24022810203484,0.000520044004445579,0.802738700097323,3.29328829983037,0.952637163413434,0.0355595196341163,1.09070290789961,0.223026382893903,0.293007867446771,3.05312656496901,0.22139616136723,1.1937216954256,0.0165758075776866,9.84536976681766,0.102769141485273,0.398913112742984,6.52839329399628,6.72565363849643,0.752224496223264,0.123556037724072,2.94680760173173,0.526404019008021,12.7818261204025,0.0997529403979824,1.26545328705624,0.00360371469576635,0.126702654803394,0.0101001813485962,0.120350558779373,0.500709866821234,0.0160968038642064,0.211237091844883,0.00298288595139348,0.0170814604827612
0.0793637273485606,8.95401053129537,0.129739663276653,1.84264783640273,0.443754884713195,2.15188922297226,0.418597977017608,1.38872241588419,0.947549588307111,0.423119799622004,0.222004869351653,0.986027173904375,0.384648551033992,3.63598126834665,0.889700840300005,0.00675948612016524,4.7130430871031,0.0969605890360244,0.00688171003114453,3.09496220032007,0.283968316566636,0.164929731018215,4.00263351557539,0.703798569875775,7.00160886074478,2.87823065652208,0.156763687283634,6.06195987851594,2.85302184423265,7.57533485315073,5.24202257607137,0.463412712473389,4.39529818167646,14.1140463407934,5.62387738129333,1.94370427826554,2.9639163078781,0.000804286885790657,0.0672970225721353,0.0583521594296455,0.509760523427404,0.324520307786786,0.0931108342005561,0.0816946330390135,0.835406391979224,0.715197113081482,0.0105726119550541,0.058391001318638
2.68479947276475,3.27145101708838,0.788260235091665,2.43008992285717,3.74326822333922,0.243799597951037,2.77074394861522,3.46090284866243,1.89779400170094,2.94474420611791,0.0524240752924114,2.45259930724953,0.154628579231762,1.0344173005807,0.00123764093722562,0.767855268619656,3.45904251284598,1.45376733966235,0.672412118204247,0.521465205382705,0.272003744029468,0.500311405412283,0.521444991123977,4.04546447638047,0.741119773488056,6.43413019760436,2.45992602839581,0.333488734052707,0.649483170879411,1.37159281353676,0.00256769405316835,0.190639836113634,2.98745411910883,10.8142190614682,0.730699339034643,7.57332575509689,0.584384632937929,0.0226499412525879,0.147117507903626,0.744788005616662,0.147480395024545,0.775650356822513,1.576992439401,0.0959258005574685,15.8289193202736,0.563805092774602,0.929472688930076,4.14923985653143
1.23498072742342,0.343631194195793,0.111821363899766,2.56137930914017,1.1525008888332,0.127390147189863,5.91753651970456,0.691684677624389,0.0380660183670621,5.81323177132037,3.52837088047193,6.17814314092301,1.59429970122346,0.0874733664976911,0.118621554044802,3.06446514843986,7.83078785209082,1.03506864350878,5.90674234482201,7.98875149743537,5.79148251063747,0.497152112424747,1.39361556876358,1.05589556000347,2.94094258554763,24.7785991251014,0.102676845737139,0.0100932512410649,1.95615020079658,0.278311400429885,3.61831014347404,0.0349887188768657,0.0604865827847173,0.456751734246133,0.976855054191425,0.112108774579651,0.0202965006907423,0.0563147363240037,0.226269112332426,0.0979606832221236,0.0516255685114981,0.00109693842062098,0.00426242761851837,0.0794207200818147,0.0276781882978151,0.00483612213451963,0.038980000429747,0.00189208594405238
0.19492177255817,0.451837653760521,3.29495704346727,0.00963643232114975,0.0169641446375643,0.34089573282366,4.97885496811471,14.6528681664719,0.0252855620888242,6.53562590388136,4.2933938335382,0.00325432644974462,1.07980423688874,5.01007077103737,0.0132609563864184,1.52256961346504,0.0419282718886348,0.0169100625179281,1.68549636892429,0.0100922814921196,0.416351164452748,2.8016617234599,2.08181209548934,20.6823354886052,0.118241972692829,0.750161623304734,2.26146348108045,1.30912203156708,2.00303947941873,2.31345945701481,1.23848842948838,0.70483984245764,0.51908267144332,1.94908616808263,0.0204234436968818,5.53611910536459,0.64138199742822,0.797758269796388,1.33095447537661,1.04373987753499,2.74676559493552,4.01911772615259,0.0119197722043243,0.411864418229218,0.0285995570040841,0.00272727867836794,0.000421769036600771,0.0804329832903392
0.540722934974866,2.82937930455569,2.19690184623553,3.18842690556933,0.0993797644483476,3.45734297168746,0.0115774203788462,2.514888877145,0.993409498356799,0.00593430590602097,10.3800894062787,15.5821139878125,0.272317381484867,2.16604552653297,0.106663909930017,0.189035769002233,0.222535581164229,0.167141918076677,0.00429696144746105,1.06161531379587,0.995597586261495,0.0500533911626878,0.005670036196963,4.32303381687657,1.49387306650785,0.0552453040738337,2.38740634972026,0.371209075772803,0.0220899734703051,2.97726578547152,0.011852469920669,0.749360622382767,2.75219701418571,0.934051022497563,2.02773018833541,0.260890454753053,2.44189552929233,0.708645132027871,14.8199059788361,6.06728709287698,1.7390949906839,4.70110229208336,0.748721552663425,0.400911528378266,0.000659085010026573,1.45946719270779,1.42790548885252,0.0770583942146404
0.870020685797612,0.883263330987695,0.543793089506819,0.0107502946397531,1.70506682014968,1.0096684358264,0.2530484893321,11.8051743471731,0.00798324496074806,0.192652964854405,0.276007212420501,28.4132872676115,0.110649604928252,0.630543373294599,1.0249863665615,2.30789571470991,0.371123872198152,1.09548579033329,0.984865956320811,1.12108323592016,1.97734124352773,4.60388833109024,0.0604568928539699,1.49867926352661,0.000934679255531817,0.261750152844148,4.82058855793242,0.991187015849055,3.5362384374008,1.65256429176336,8.35070716820365,0.00954514466108508,1.04946057700231,0.179339461246142,0.433216497642375,0.146891679358396,1.00971436370446,0.0738631407789354,9.01435215083858,1.77220956870426,1.68604483323231,1.83229151930788,0.231617062587715,0.0979259383599795,0.07898357346424,0.879930945219235,0.123721604300504,0.00920580781703806
