"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56"
0.703551334615409,4.62448311921501,2.0453666905512e-05,4.80012904294031,8.53495197873084,7.59861857063616,0.0939416760773006,0.313145597331984,0.104737001610663,0.0662161814515676,1.00138298994879,0.525840541636166,0.252064859182083,0.0782504023854371,0.264532415067881,0.356254801088398,0.00628039419851096,0.00170061678614811,0.179978111298564,0.509584947245732,0.310531890766518,0.00866744899111288,0.605399521482601,0.045102502075845,1.31843448291458,0.00175999203376877,0.714745284417472,0.108854221920314,0.525602603089925,0.169363128299276,0.381121848981321,0.354038422613553,0.514769953394377,1.6768006067138,0.0227315927570275,0.130885067173632,0.0051089861068561,0.0215873424775604,0.0271101002002198,0.167433579377259,0.330558080333866,0.0211852205947698,0.275634831341975,0.364012915019939,0.055639502645435,0.183037908737795,0.004407549850913,0.264893821669528,0.00834081800978373,0.00211715976383358,5.26731207551191,4.06804975165076,4.6093475337408,26.7188194221531,16.7557499278589,3.94517987021592
0.304530586178212,3.50644862741769,0.00137810754027591,3.6592943094103,8.93341273936755,7.29820205327503,0.142045263341,0.157041095450443,0.0167451747034981,0.198890515833978,1.03250075908281,0.678677133036626,0.386074862491563,0.00205308355937441,0.246247028664321,0.605533564256125,0.0571401141478039,0.00105877432211009,0.00357449381405666,1.47518985257282,0.682814503950208,0.362087622120147,0.968837876796648,0.0976894418740666,4.84567987735351,0.442449408459087,0.415523430810255,0.000359174632278232,2.51911147571239,1.17658984403056,0.878849203397373,2.46411280098117,0.672895760543175,7.80859029568555,0.181332730575081,3.65897061183478,0.609350486870617,0.0324623788183117,0.00534141495584191,1.0707854419002,0.25809886937522,1.79531375292294,0.0333336904655601,0.0232630526415389,0.000174634477012811,0.0140951439065505,0.383877053656514,0.696148849979121,1.67350989413418,1.69641610491758,13.4383520821136,3.42388773896384,7.42975639836341,7.46952932284968,1.81058624651453,2.25378524495181
0.0490498206144812,1.09375268145934,0.189732195885984,0.000731042901290964,2.47032601353407,0.0781934254358708,0.0292431696951802,0.669859586492575,0.527538935634949,0.326557394169052,1.444516447322,0.0253203274760868,3.46561823394926,3.57740159034633,14.4921493988896,0.0242051115867065,4.26148194321993,9.80213685994189,23.6172546179724,0.0013969197458908,1.08029583481385,4.47193857361041,3.91831608226171,2.59817563257816,4.9309111803763,0.00406023479071595,5.89713714516222,0.00526762893270072,0.137664775817636,1.47011098120774,5.32733128418839,0.542685263413281,0.227913845146565,0.348625540094614,0.754397332895089,0.23917851096299,0.0592843686816536,0.563306287729191,0.000309147229381644,0.109272847573748,0.016897227533986,0.00850826438760053,0.366718494504978,0.0948488883647527,8.3795781287188e-06,0.075786883518173,0.083290924841277,0.182376385814528,0.172819232385715,0.0335706737766589,0.0010166820774398,0.0216984816645476,0.0827702519947982,0.0267971563147939,0.000225665376047049,1.81941273610186e-05
0.0013418516255463,0.977639321631697,1.58201968793256,0.930671700746168,0.799130473762483,7.55480184740617,2.02742489064607,10.4081048733192,2.30291573770213,0.0524733065014322,11.4380611174064,0.353905129951877,1.40477100761966,2.95859400310876,0.183782614499654,0.047183912526525,0.553868561066618,0.287363806964378,0.0307986815640415,0.485505258463108,0.0380380019892045,0.121027549129709,2.26922723640689,0.755530416692759,0.0599620014967657,1.48420281429605,0.0331357767775749,0.00644355952959085,0.118891303856063,0.00703379683809722,0.135098644055829,2.87434246385476e-05,0.255102488150287,0.000401424193569845,0.655324865454265,0.527516542252602,0.092948974775725,0.208802013457626,0.527511371639681,0.0157827288034692,0.0293670118693727,0.0264358942021666,0.244914949740003,0.0534458729900379,0.0671357391329104,0.0651370553827115,0.274929613760063,0.0651947217035356,0.566521146234101,2.2052096016916,0.751769760038643,0.903703967810266,0.259940020396822,6.26317814931867,0.775054923703411,35.7556935343608
0.0654957989979292,0.387981021594359,0.216694416853836,0.134116204388241,0.239972291111602,2.24733370889502,0.153858110427688,12.1857501694504,1.64932080968689,0.826310764834616,0.287214932658611,3.21943613964777,1.3828250053478,7.46231170967526,1.05969126899295,2.6984338625328,2.56854338913567,3.90478029997568,0.284429141723554,3.30983609727981,14.3123793982953,1.84332387024373,3.40291713404271e-05,0.0232258713025013,4.42210649683282,3.43188880321888,1.99498021945637,0.0189434557856678,0.792528440374055,1.10704908561993,6.12208326719633,4.83668406333557,0.000974119374384192,0.234477767593057,4.04338470384719,2.09927009510815,0.964000099306739,1.62785561380986,0.0144322759622736,1.19263303172167,1.58252975251724,0.119561523990873,0.509761449260858,0.216889459894441,0.616159541203055,0.0284660344962791,0.753430114946619,0.0208811974368313,0.0226677492047848,1.35333533363151,0.018227245424289,0.13709681361486,0.0591300984788732,0.187470404721204,0.029294894677624,0.978508535734423
0.026325325769214,1.27649700053228,6.50285599086582,0.612504846614006,0.313212326294165,3.66991007950836,0.469516274726982,0.214386335968408,1.66477855929084,4.23195314280717,5.04657632007715,0.0618598981366411,1.4101778312936,3.13759322944004,0.62209765358777,0.0810873704179726,4.3120034339659,0.369720783650462,0.0314703426254678,0.573725367202174,2.26508722076335,0.00955155559813342,0.628158409971072,0.0728534402253861,0.0886238794456505,1.34774555758261,1.76871473447383,1.32141544297223,0.293766282397048,6.21833216921235e-05,6.57897027022749,1.68460288089961,1.6713662029137,0.0655806403985517,3.70818780503578,0.0898457081050659,0.00238987496931536,3.51463541106105,0.946356068371056,15.0330100420641,12.8166982628137,2.97425838694979,0.143675777719257,1.42867756053203,1.42263996129842,0.000554633211498796,0.695436285109945,1.92380792233383,1.7428995767716,0.0162793478446937,0.777100168181106,0.0026243439802083,0.0973103846529345,0.179828791541964,0.000767084247911922,0.0582657892398959
0.0196902652071228,0.874073142603454,2.31562708162242,1.39544152051923,0.505974413466879,10.2659381640618,3.43788134989423,0.166192194695356,0.224664369161915,0.168059636446918,0.0237681597554644,1.30431246209092,7.90093434116887,4.22644415105532,0.101474363996405,0.799247628810955,0.325813198186061,0.462387942014223,0.939305588104458,1.39635673977427,0.888637458190773,0.0103317822209318,4.9110546850938,0.389773210219296,0.10469970732269,8.91564119657591,5.57277147461322,0.817657073570363,0.169293262771968,0.871081109850744,0.32219337645475,1.79588865340425,1.51463651089469,1.55689589262273,0.482849724861515,0.121065247100653,1.54954544086896,3.42253673025463,0.0860739919282853,0.945391287837301,0.700251523412674,0.246551243664575,0.532931031656616,1.69718503372572,6.9241440447919,0.392388090779756,1.55678026384075,12.4290609042481,3.99169292128361,0.0124361177387277,0.000495738873799782,0.128693761935852,0.0122884391905204,0.0170033077184093,0.0156313774413717,0.0408616704038848
0.0499978478612899,3.11763899467984,2.85199510007624,0.898488215946051,0.266566644915519,2.03242843196224,0.97376286445404,0.380945228030007,0.0157097366665656,0.0223533839446436,3.60788020003278,0.284264385221562,7.27002896466375,7.27934072206199,0.0386913256707388,1.78708197293809,2.75394926097962,1.95048849750605,1.96991075855757,0.124689679978624,3.61260504028702,0.967228735754937,17.3358940757912,0.115213802484578,0.53010277664089,0.866527546041931,1.31533492170495,0.16969463490864,0.124522160171487,0.0633753412405452,5.59077522519594,1.26167963842278,0.590076953183333,1.2414665286702,0.00573511132223593,0.00452355417580527,0.75246060528824,0.54303809448319,8.50996849024733,2.04390122092683,0.0755446750138959,0.0291873327070926,1.39917647845225,2.72178193828519,1.47072209332675,1.55595745231897,0.0817635665068887,2.46971178843315,0.319093318084144,5.48006293763826,0.000621913779120777,0.00362278376559525,0.0191765174417866,0.519789341146158,0.000101742223544396,0.533349447787991
0.00626288167975556,0.105907300276727,4.03661359540938,0.0448678532249685,0.0311273403671176,0.0725784602421362,0.229784755630538,0.841288425283958,7.74248684357223,1.39035139640042,0.0139496290130138,8.34136129967655,1.31748166101004,1.37597675559779,1.88614732718739,0.00065301372136589,5.34343323023922,0.441043292997552,1.31583402191437,15.2629154272727,5.630467584988,2.42755348135416,7.68148837458007,2.63825612218404,4.53120553397358,1.10672003466634,0.0653158225088541,0.121123643611963,0.510942256357284,0.328890606907033,0.0175293527613603,2.41048781700622,6.57595273642558,0.201547355576678,0.180763061283614,3.19353357421187,1.22396992727267,1.74053389976842,0.578371964589625,0.0561025442188212,1.16882480732872,0.290540557222407,0.180413135430982,2.51102546155434,0.829477056748928,2.81418061830299,0.0109913058856816,0.00136646909048865,0.471216357794206,0.670782919055743,0.00575329846003438,0.00192658079129952,0.00596635015062034,0.000701819345634489,0.0158695487770472,0.000143509097456538
0.000748858811916285,0.000300094216526166,6.82556775136917,0.443650910664995,0.00421545659869472,0.123269647302287,0.0307832533224456,2.17375831226602,7.67926438759072,1.77057662219654,0.0334325827427986,4.69385197785915,0.582086711592011,0.324172166639634,2.77093086002439,2.33140693181973,6.02280065130916,0.404211106741213,0.363375985976141,0.0151246086144074,0.0879016728468093,0.965989574414024,1.45506382804655e-06,0.0125652622004527,0.160930844491838,0.319510538158244,6.09947849433978,2.03359510098773,0.163042187759368,7.66707512861036,2.05437502197978,0.726649615021796,16.44555257878,4.54482453522999,1.94004429956595,8.65286826528101,3.22037794741733,1.22983263276657,3.50634589507571,1.56523121262351,0.000967472313895067,0.110563228745113,0.00397735646481607,0.228402338918781,0.0288355695074662,0.31411226635545,0.363193957797513,0.001292438640072,0.637510621694808,0.085944402742727,0.0250435780247645,0.0969707163159712,0.0612120986809405,0.0094008685722839,0.0413620157946057,0.0014899291588059
