"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45"
1.31640349565038e-05,2.86014084089984,0.0274315162604797,3.1587371333864,2.64939651315515,1.48852762189177,0.813300393437684,1.86866798336945,0.30650379381126,0.000664352961153755,3.32967524562751,0.0296890156532175,0.452757392392161,0.809508830276135,8.35254255788196,2.99095610649878,27.084213910016,10.6883247726924,0.505900651600344,3.19804172305952,12.1942014947757,2.98932908333692,0.0487648247569666,2.01120188309089,0.427937619795003,0.10436405130288,0.596066492084374,0.304185087298798,2.37592531228614,0.707779113778005,0.0281143853116461,0.4102611222546,2.22992958917094,0.0546700787697497,0.0905363126603657,1.60881696845602,0.459000463450472,0.105195367238742,0.2059146845015,1.35274386285738,0.915831962618472,0.0169338398173077,0.0354440729583089,0.0253793506973262,0.0864794578252672
0.866876913926035,2.30428121618208,0.68508859750327,0.268688339435277,24.0657689465761,0.0410426181695459,0.269499897029031,0.792669100597361,5.6530243589654,0.149916488869803,0.292477886085276,0.955518646708038,0.0468627175789017,0.16165693862892,0.468708831362195,0.112253372390606,0.013564029697994,0.0460908289504717,0.00289571398212533,0.123117131598771,0.0852367951438854,0.0172386461571305,0.0295583362398144,0.947652030323238,0.089751772524564,0.309124800320985,0.11387648397128,0.00260137120070254,0.102818340221294,0.109379818525951,0.0187503297751047,0.561776955585309,0.00435309899707912,1.05595098454068,2.90699518276329e-06,0.0667143378307042,0.0201011687431461,1.1124457976793,0.118067531674022,3.24111108962315,0.000190501138893652,0.475606910701023,22.3173703448443,19.744223095144,12.1360939778621
0.0234130545410839,0.816065547067458,3.52830685087474,0.482582160468145,0.748938930697524,7.06536326425171,7.81786921352239,9.35287784460843,2.23959126847435,0.21250106674585,0.0144776870192421,3.50384124192342,1.52638071296434,3.03953199561928,0.222892100381385,5.65806113323466,0.259810125350998,0.0827567852999498,0.222822140071358,1.93463712516893,3.6385272234106,2.07757664676716,0.230670239716276,6.49351439511283,5.70298429353397,7.14331291708664e-06,15.6169232479992,2.60821913933096,0.0233081960166389,0.00528337211204556,2.64456767197662,0.274199802833259,1.97350964496888,0.157952140920398,0.816030978957441,2.06447833466773,0.178131344137361,0.0275154891198905,1.27653450120323,1.59340815157503,3.14141112774722,0.106373315377586,0.193961448017362,0.34864680907159,0.0535450938285154
2.77297696671743,6.99596590264902,1.12680665393614,2.6022208725413,0.00025728112881287,0.0523737354425035,0.266079930449883,1.97855820207643,1.89374066557297,1.69314347753732,0.427913924421705,2.97362144241498,0.356228746466158,0.272520994816772,0.205856975396905,0.877295645438055,0.154995886217425,4.02350259042953,2.70283255478502,2.02486543448579,6.39821221396287,1.49135488846972,0.00259574355489101,4.56280924581828,0.365818132624598,0.00470047593782611,0.55839244652872,0.117399035426287,1.29535975795002,3.63824514074143,0.0371816931401227,0.0422950558469657,0.832899726609834,0.193386633603,0.092174377235602,7.16787320466607,2.4390239382032,21.0509821587321,5.90589593508704,3.56159258176632,2.92311900720495,0.184338265842726,0.120838185675564,0.72717107658494,2.88458319586271
1.33398122541254,7.79647624104418,0.821097808726059,0.670559127904983,0.0470997431098831,3.05966435272141,0.0830635880705143,0.245429149190278,1.35938249132659,1.66916310103752,0.0474796168295237,2.31246749628077,0.359236913929217,0.500373562754093,0.0847736163981735,0.0928341168558621,0.64112423842937,3.66250993339363,1.4792637785333,7.83695995616471,4.5734252232224,1.33031355726229,18.5207622873132,0.109946822182044,0.667736680477629,1.5970561867982,5.04273683026017,2.74145440444887,2.60866101769555,6.02906689639056,3.01398634003161,0.560913301712478,0.00123157971493718,0.0267006361781936,8.53081265190389,0.591520880790103,1.26888825614723,2.53342509707226,0.0997748449797372,3.80388621784874,0.735591960635737,1.03189511431149,0.289909703216992,0.122549737119816,0.0648137141732646
3.6811132374186,0.0662987947872062,8.11323028300333,0.0176332659203408,1.69421252070322,1.24660324887018,4.59842334947642,3.14846934569108,5.51469256018961,0.0143744471312663,0.0513050577038674,4.71482507145032,0.504673750350403,0.283798068236843,0.0764990002818283,0.142200573628191,2.30761917892106,0.219605076906685,2.09378370003041,0.230011881719414,0.703541239345392,0.464109892755834,0.350997532815599,1.43805938209857,1.71017649303965,0.757222856967607,0.165499235215466,0.531660687317535,0.180464791393411,0.279560074281061,1.04497969066152,0.586447396765666,2.6184645180317,0.703681602487354,0.0895752214773685,15.7168800908815,3.03342365835748,0.00498606042521107,0.224394285076968,0.0399814557553328,0.222288592880665,0.715210549318668,4.78623378664017,0.882550445674832,24.0302380479152
0.491059160818552,0.466929409120372,0.531641537760936,0.72032905962588,0.83990717117413,0.829282595027079,7.68615232902488,17.3182775229963,0.120741075570141,0.80265311801415,8.86007288797095,3.54324231033614,0.146699499929442,0.00124179164274908,0.173642053861795,0.496210913188853,6.73173570083697,0.81965841382122,6.30393166315629,9.67293106420752,1.83840005568294,0.506247240606553,0.0935993540131226,2.32472129113277,1.04707901625868,8.43608976999691,0.483463892097816,0.37393529987087,9.94536636718394,3.21798171421435,1.38596674940628,0.647094732370794,0.53685019081533,0.0667505357090819,0.913486077294867,0.989814439402879,0.219815158791772,0.0128434639614077,0.0854082842128786,0.149066941921429,0.0938399230464654,0.0336668944521423,0.00585734091249202,0.0357524623639111,0.000563526196105072
0.00111661204088216,1.44741900530513,1.07236053125025,14.6453223609234,0.00430058054804299,0.083722126129936,0.097947530739546,1.83195570554991,6.01400636955321,0.991515749760783,0.318432199108132,0.433723198704667,1.52430258181281,0.712421685348274,0.0441875842848798,5.56238256446002,3.5046103465877,1.1426153297243,0.203883464138408,2.11728404439486,0.407631430399732,7.97257393474337,6.1250204170335,14.8530766581204,0.351231995298533,0.603876073521714,4.75482774081479,0.206926531540345,0.444048985609768,0.579865687171311,1.77962921456014,0.35730872189203,0.96007060618656,2.490190397532,0.186438026746442,0.277438639557877,3.10491389047924,0.183910422581176,1.20441796380478,6.41006660520531,3.98752786746559,0.64778055576353,0.00247730598289186,0.342079799668407,0.0131609579553927
0.855288017411792,0.0951223635580077,0.0141196250684631,3.62403264747932,0.628530603640868,0.00718046550626451,2.48983228574205,3.19036964836087,6.48456264476261,1.39603709213929,27.5132198129473,4.42618439739295,1.06970767721245,0.0629279305924632,0.650226804651797,0.190556652662408,1.48606542120751,1.93686699045668,4.18659086129239,0.422072215134459,2.15854498854787,2.35988762417465,10.2336656624142,0.00111886977872933,6.35521323079738,0.0620585992174728,1.08137342132578,0.244229619519773,0.37993480289119,1.29319626473106,1.88557775407932,2.75869547321366,1.31884057757813,0.958901944819941,0.526100258785707,1.24552671286701,1.18854846973159,0.198281526341135,0.186977175701224,0.149667647072583,2.98739023653968,1.30500263036687,0.125941383771603,0.23198271187214,0.0338482566412707
1.9059567895506,4.12898687530291,1.29379409540196,10.6588621051839,0.280903828926148,0.0120649432509518,0.332901407494893,0.00174614482702241,0.251144158819914,0.0389374803778296,1.58416235344029,1.4655704078195,0.322314805623032,0.688263068936785,1.07139763723677,0.184157964828352,0.121944320459847,5.31149839359931,0.808959745610577,0.110238021915255,6.63749453418432,0.673010610069528,1.20250764635891,1.0028989859518,0.48688939279707,8.75769021688086,3.14642854720966,0.0947679383613294,0.0731237439446505,0.405326917863283,1.61416761331504,10.2757220405119,5.51233489589978,5.1335828885191,2.04977856301386,0.929657414177318,1.33829587097284,0.6110778591852,0.01933830201719,4.92249978414339,11.0169234955496,3.04205365574077,0.136022245059231,0.319667537722078,0.0249347519453558
