"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24"
6.58500436134125,1.71606691883455,3.19009118577202,13.8184981190838,0.896502589827535,0.0223364172558388,0.0791055810868434,0.016545158957175,0.699266744172981,1.00889972206971,0.00928728327604139,0.31816972177304,0.0319875968182042,0.00349215079869016,0.00191559732600533,4.74774781462976,9.02849826781603,7.46485774649889,0.274385479086471,0.0865278271598141,0.000813716403297135,1.07730138242522e-11,1.13878843824219e-12,50.0000000000001
5.24468042109621,1.62940383622981,0.800501911256063,20.637592846273,0.733299708293578,0.0384608120752022,0.0824448653992841,0.0017210722510672,2.75814633511214,2.36912517765483,0.0559060350053104,0.0269414539145119,0.0138187484005572,0.0136699929589332,0.00506274072641126,15.6210924058267,0.347678407420521,0.406008753729906,49.2129493074735,0.000246475284273358,0.00124869270714188,1.82920701652729e-10,7.2828227675057e-10,2.77333911991762e-26
6.58327794654908,1.72031904846466,3.18938510065011,13.8133631478948,0.903965989718399,0.0222119620209537,0.0790624787210353,0.0164295376392385,0.684575244268549,0.994585895553773,0.0102306082169989,0.325119696611367,0.0342606148567912,0.00244163948956999,0.00486334618412691,5.335186585704,35.0932675536957,29.794683109487,1.08860178557465,0.300961139783266,0.00320756884364298,6.15367517042602e-11,1.06179885166566e-11,1.77986741740491e-27
5.24472593018519,1.62992651368594,0.800217399159946,20.6382221849932,0.732696798575457,0.0384250625579278,0.0825924113677456,0.0017335724068655,2.75561515176866,2.36523375965024,0.0561310903019883,0.0266523250082527,0.0137477323787556,0.0144911061390831,0.00381826217937417,15.5583635565951,0.467034925883051,0.421986290893622,49.1430577190845,0.00401740525996039,0.00131080112174145,1.44171677336885e-10,6.59241566743592e-10,3.27284188739276e-26
11.3532365119283,3.3606545732613,0.220369144242276,1.17619512171019,0.000208972998806891,0.0514014347077106,0.000294803294221701,0.00396723171532863,3.28637548679828,3.3251626822015,0.0103079991128689,0.244756196162777,0.0245816088355802,0.0252702866957124,0.0215601619116435,27.4399976269869,22.3505286444561,26.7038071347029,0.00206911347375094,0.396042004397634,0.00321326014048383,1.54648780441691e-10,1.11094783853583e-10,2.59153133316746e-26
11.357548464391,3.36190238754579,0.221486192144566,1.16674178443907,0.000259373694518993,0.0515852188731817,0.000276971857175829,0.00397660666059196,3.26898057326056,3.3004786394719,0.00917844701217689,0.245109799850569,0.024810763343766,0.027015218565227,0.00369874603748821,26.4098755983002,23.6645767160285,26.5558583787928,0.00135498258100076,0.321968314372652,0.00331682241764331,2.08655095517187e-10,1.51071737658491e-10,2.07508166300036e-26
6.05028915287292,5.45477034813976,0.393493870039597,1.99617724318296,5.27896200293746,0.00140175628606111,0.00102444497520185,0.00799084459526571,19.0655783839945,10.9164294838826,0.0943387913086809,0.72558281499501,0.01419789257041,0.000171227799270217,3.08424416587457e-05,6.88985268647867e-05,0.00508254231457145,1.91739085294989e-05,0.000950704494982148,0.000657063030104304,49.9927825044404,1.15929547786848e-08,1.6701936085179e-09,1.51965136335185e-25
6.05022486413685,5.45474649850299,0.393429802735134,1.99690588768137,5.2787097534603,0.00140351036373281,0.00102473535293562,0.00799132697545602,19.0652128811582,10.9154849514866,0.0942634757203704,0.725584465920511,0.0141414484463335,0.000166675113739596,4.92920817323423e-05,6.39427076832552e-05,0.00706340602305061,1.96158090414864e-06,0.000784955936496819,0.00065620079935561,49.992089950558,1.15896325786238e-08,1.66853400898788e-09,1.52831958884555e-25
6.58500436134124,1.71606691883456,3.190091185772,13.8184981190837,0.896502589827535,0.0223364172558388,0.0791055810868443,0.016545158957175,0.69926674417298,1.00889972206971,0.00928728327604159,0.318169721773038,0.0319875968182046,0.00349215079869021,0.00191559732600467,4.74774781462964,9.02849826781739,7.46485774649773,0.274385479086848,0.0865278271597442,0.000813716403254266,1.07787123161817e-11,1.1439829897441e-12,49.9999999999999
3.09235478737396,2.75401107164263,14.8807273165706,1.09060392968916,3.69418703393723,0.619824663603146,0.24349030076955,0.253183987132348,0.172696827457464,1.54850396503195,3.26863558453762,2.79790494795906,15.4361749879476,0.0361267747610134,50.0866098897124,0.0227729908489961,0.00178973069755528,0.000391006012519736,7.92659678195926e-06,2.24341677106654e-06,3.4299584803567e-08,4.52347053660703e-13,1.5519176115863e-12,5.32308981035403e-30
