"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23"
5.02740638812889,0.118479384770552,1.92280792620746,20.2667498261455,0.141703995424509,1.23962259691692,0.00726295150249683,0.028080122023926,1.43292830329401,1.29988329422403,4.80554868641181e-06,0.197050392047972,0.0053974801001263,1.95057902366875e-06,1.64662334892719,16.6643630456997,0.00163410672453495,6.60684539587887e-08,8.67861639622187e-09,4.61279683703768e-09,2.29885302532603e-10,2.03782357722515e-09,50.0000000001069
6.93590697582996,3.46180873940739,0.000131238901169742,8.7135589895687,2.37775959782565,0.339811724038503,0.0517502418806449,0.28584567251423,0.255021040927892,3.0499952743219,0.855688766290729,1.94783211056203,0.00127134740737715,6.0161723549762e-06,21.7237820505587,0.00494441900868579,49.9948851903906,4.02112115411779e-07,2.78792901862281e-08,4.61014089917824e-08,1.07324956204875e-07,2.09756824734202e-08,7.22483572839971e-22
5.02744211260822,0.118477067007509,1.92279931220302,20.2666406625631,0.141704559032747,1.23959251391262,0.00726382461058447,0.0280757853190411,1.43302648532357,1.29985374808771,4.9769482691826e-06,0.197128385496329,0.00542262191050694,3.1116417521039e-06,1.64455982986032,66.6614648193735,0.00653985638034559,2.65290625097296e-07,3.49093217045134e-08,1.85683845936459e-08,8.86194935569444e-10,8.0662639433086e-09,2.28282640745328e-22
6.9359039331112,3.46180258139316,0.000131258369577614,8.71359245010729,2.3777515133321,0.339803806425226,0.0517553263298884,0.285832369281051,0.255006546192217,3.04998939665193,0.855685048648668,1.9478153994038,0.00126767248382642,6.90805885396893e-06,21.7234858555509,0.00486382705179043,49.9953054996236,4.05207378281575e-07,2.83040222423755e-08,4.56461183902905e-08,1.0820718200382e-07,2.06201698050716e-08,7.22034151464937e-22
9.71611647444315,2.28878136191632,0.243170749681218,0.922120708490475,1.81216087395251,0.0136429820254508,0.0413869967124912,0.371057822128417,0.917004895546042,4.35087319377961,1.00910942460457,2.5562448287926,0.00103568690329978,4.50396777240634e-07,25.7573014629813,7.5417394635833e-08,3.10050230178364e-08,0.00017862471581083,5.03855649518946e-06,0.206244165684783,1.74174002254814,48.0518241297182,2.44546572819707e-16
9.71611652304034,2.28878136397665,0.243170752292917,0.922120727233253,1.81216063983284,0.0136429834108612,0.0413869874704431,0.371057820312365,0.917004846737768,4.35087299856767,1.00910922972303,2.55624432068888,0.00103569174699004,4.50603773259561e-07,25.7572865053139,1.82630940802806e-07,4.02887053519701e-08,0.000178690760612933,5.04493090249952e-06,0.206243184322246,1.74173619447017,48.0518448216447,2.44546833244541e-16
8.91760565290426,1.06563888317889,0.348399626694957,0.425049145530624,6.01990077198498,0.00189374395225652,0.28464898560129,7.57703102753736,13.5245030070244,8.95122603604451,0.0206382225949182,2.84372729011424,0.00830194718885489,2.6171034754357e-05,0.0114105753913268,1.80652975466086e-07,4.19373639012514e-07,49.9890951622474,0.00691423192597338,0.00148725169479559,0.0024568328423765,4.48344852303254e-05,2.37898147016013e-19
8.91760556710481,1.06563894163298,0.348399657785815,0.425049100196094,6.01990144919353,0.0018937472635519,0.284648833152164,7.57703103051614,13.5245011300626,8.95122695477432,0.0206381647548824,2.84372681760534,0.00830149705667585,2.61864412990591e-05,0.0114098353381112,2.01110992520967e-07,4.0314402674514e-07,49.9890973401996,0.00691422852373208,0.00148724563111086,0.00245683375373863,4.48347584823948e-05,2.37900719191191e-19
5.0274063881289,0.118479384770552,1.92280792620747,20.2667498261455,0.141703995424509,1.23962259691692,0.0072629515024968,0.028080122023926,1.43292830329401,1.29988329422403,4.80554868642154e-06,0.19705039204797,0.00539748010012597,1.95057902364885e-06,1.64662334892723,16.664363045906,0.00163410672884366,6.60689348870292e-08,8.67844968592145e-09,4.6127157287838e-09,2.29902791997671e-10,2.04071859633989e-09,49.9999999998931
1.7828755855374,4.69947639182893,18.0218767316493,0.166340797323302,0.0652209147821539,0.298815328028072,0.159313042463467,0.743352512301639,0.106176033275443,6.4984974441499,7.44622303067506,11.433313647967,0.0310290595633699,48.5474809758647,8.44428914887641e-06,5.27198712539056e-08,7.5807481988959e-09,4.61663147183501e-13,1.79367379076682e-14,1.47238626246676e-14,2.26209279150225e-14,8.22889352467611e-16,1.35248430344594e-29
