"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
4.34249970996732,0.253767649385438,0.000783896588425588,0.0464397006690223,0.872834654897137,0.22706137446372,0.0044594767899923,0.0518708047221543,0.569000011394076,0.23237083621634,0.0195846404246629,0.020517377345558,0.0160506907377361,0.00739124728272466,0.000394488702451457,0.171696573165258,0.0201884809959626,0.00489408175537062,0.000277237434105405,2.47247128973079,0.0159097636442504,0.61983184433202,0.0696856546912126,0.00764174861349329,0.446686191367038,0.00216679487726132,0.00106802557890423,0.00689268657020692,0.0715673776578725,1.8297961994152,0.204211625763938,2.75314881731951,1.4743978193595,0.650190744078887,0.260122910831753,0.0324777937321341,0.0102566288266188,0.00606923554633925,0.0112130644241423,0.676193760659481,0.00394551149073916,0.378041871660683,4.00828793721457,0.223676360939433,0.489728907087569,1.58204990685059,0.00173956935955044,1.27973670573461,28.8515099094166,7.78886449452138,5.14552494750832,29.6232759305471,2.13948828932334,4.47626819925208e-05,1.98567966462251e-06,2.37969432593117e-11,1.04124528959289e-12,5.26484770415371e-16,3.80771202619713e-13,5.59611459263927e-13,0,0,0,0
0.113015621005157,0.0023814458345127,0.251631548106155,18.6213076905303,0.105304692990733,0.313422736496065,0.0380816378585264,0.139470687694746,0.0205469888815528,5.12559525045169,1.05861507275476e-06,0.200755679723439,0.233019242169103,0.170366126727935,0.00800599396921382,0.293847369039331,0.573945187708658,0.692170350733265,0.622311546131184,0.0197352443122303,1.95806165260918,0.440793826811713,0.923075688591655,1.95970723349728,0.0575093796213479,6.40983283323262,7.86239514413352,2.7478370362169,2.89568874540856,0.602710137317117,2.72477490396665,0.211010332192917,24.6347374561472,14.6808454344616,0.967659013536526,0.491904845929667,0.99581620992147,1.64727629625434,0.0573216749049862,0.0619698860508048,0.0120267151759136,0.012003865307008,0.0254507512875896,0.0100771251682288,0.0175092574418115,0.00835490989894451,0.00284036241581298,0.00531408991163771,0.0152685357104999,0.00307132470486362,0.00177305239721103,0.00982753944494382,0.000638598985139449,4.10925044545341e-08,1.27293112685118e-09,2.41144809050659e-14,7.22870031789989e-17,9.93873989798115e-16,3.01453209961826e-16,2.89556058311964e-16,1.49144014893348e-28,2.50293855572565e-28,4.33334237487128e-30,3.3652804591725e-30
0.578013693112783,1.24788812726822,4.29780144473157,7.68527142454634,0.116743311363208,0.0477027783155119,1.51725328153694,0.495353596780901,0.409324901742324,1.18554969724399,0.103195613381439,0.23631316653008,0.351734398788193,0.00207101798164232,2.68594026738295,1.43822381032476,0.0658990030086164,0.127972110599624,0.0250673538331321,0.639168914389226,2.68979426414626,0.000428936850990989,0.00538357319816905,2.01039820479704,4.64710922169874,0.647532148795372,5.39927155669704,1.84956853591931,2.06817258875695,0.123825826299341,19.2515555015065,0.68757010883854,4.48267712597535,17.1302623458134,4.01235094231456,0.122060940220616,7.05252082134218,4.27766526573904,0.0338261245699506,0.0702491954379833,0.000275468109319238,0.10697803513867,0.0242888121069694,0.0021741328024689,0.0194832159393231,0.0207481550010368,0.00128177325265268,0.000484518985165864,0.00442909528848818,0.000901376499654358,6.16814344662249e-08,0.000225650139501831,1.85498344186299e-05,1.34412726156564e-08,9.04176945030604e-13,1.51016992122141e-14,1.18293807668086e-15,4.37807642855288e-16,3.61589449974241e-16,1.69776350988427e-16,1.27479627783244e-30,2.98059890959608e-28,2.42721065664411e-29,1.38477021049766e-29
0.0203897837131985,1.14436071503565,2.54031198866772,2.14006772416425,3.19913111357743,7.20040034575052,3.07710256569338,1.85067603715606,2.00622563232921,0.376693124457545,0.0298828218509536,2.0018505933742,0.603390256038346,4.58475696174637,9.46895000161787,0.0450028813031213,0.0163234861641007,0.185087654209163,0.42536765971712,0.04967229282444,0.89529566959764,0.247335563330014,0.0729149943436958,0.0670522826873144,1.23689513940333,0.000526574494521423,0.289067551234386,1.6514060698098,0.0998728663696372,0.305927931539766,8.08295060159812,2.29243206665629,5.66616651915271,0.0211142103680578,27.0140648902193,5.92594929207259,2.56500162262294,2.31305161463016,0.156601095978911,0.0244858617584178,0.0574274859502026,0.0182171607126245,0.0207702414304967,0.0010809629511242,0.000245406134395993,0.000252367435964307,0.00297920547151128,0.00341799339328294,0.0013698505402043,0.000472644560740334,1.27211919943804e-07,3.88145239019256e-06,6.61355046511654e-06,1.49992573336327e-09,4.46521870172193e-10,6.94871184526511e-14,2.52877126836478e-16,7.03199683774083e-16,8.8159708822595e-20,4.05057113450908e-17,1.10370817004477e-29,3.1837927458119e-29,3.27559929129079e-30,4.34919401403382e-30
3.92997733563658,0.863094123693894,0.00230782472287673,0.00398071205252902,1.92429737028274,0.294640227183654,0.00399817765855028,0.0518630266907178,0.404769952051407,0.134937869928734,0.0490635830592555,0.0706131865878527,0.028560709882644,1.2800993779894e-05,0.0185947874952401,0.128720748877137,4.05618538083315e-05,0.0609505557181905,0.1011247135552,1.44676746954408,0.00203624113961187,0.598598273803502,0.160357969418361,0.0109839583597774,0.704353502256877,0.0018661950282207,0.0518504543617506,0.00215886325769553,0.345873005123201,2.205165644295,0.247491173032043,2.02543875717384,2.43581689348261,3.01611970252721,0.381046382728025,0.0824856390302928,0.0934983527050268,0.0511288898756554,0.0179176607634705,0.0639341950575475,0.00105086181540152,3.30324011157033,2.37603762130058,0.101647998133662,0.319262816803853,1.30267986533574,0.0861455681864646,1.64855707596973,39.9912102144924,3.84166087429142,3.07598906650471,1.86593160420449,20.0700964382116,3.83704018351043e-05,1.40217782542526e-05,1.00037533260914e-10,1.05248045902379e-11,2.61583746837271e-13,1.51859899777366e-13,4.56249440804012e-14,9.4243380469218e-28,7.85116386114758e-26,4.61461561253128e-28,5.38622002733451e-30
3.58412001622077,0.710808783515708,0.393129563757375,0.304200320255684,0.910484772360717,0.0771552726662944,0.00675050915065193,0.00366692039056934,2.55993497319282,2.18784470935136,0.0212668315764878,0.0808115719137757,0.00332087711964657,0.00044072364445794,0.329620048281,0.167572638757121,0.0907698001963372,0.416137827942189,0.328887834300765,0.0418140330496984,0.102608473227277,1.93877436548916,0.0918113462407456,0.0296359376480941,2.12625696862794,0.470470179413231,0.0929718343238218,2.16971125724049,0.000635779963493162,1.79367171721714,0.704131580082991,7.87351384119383,1.28448013311268,1.10721926777546,0.0478751571701787,0.063453448553819,0.278959009638222,0.0367851620306707,0.498478582543397,0.336199403133626,1.25788840185971,11.6185850697898,33.6998803431213,0.0106923782781575,2.82013760695122,6.10664507089144,11.1273724515213,0.0200972783240267,7.99331311487652e-05,8.66394002499875e-05,0.0605175170149638,0.00922689692763224,0.000621299207658303,7.90096912994721e-08,4.51461675481734e-10,5.367795310264e-16,1.82969823294404e-15,3.18771419446434e-14,5.22278262170625e-14,2.00332814875587e-13,0.00154645107620548,0.000143584389083161,9.74323457095362e-05,9.40392621914726e-08
3.3194668919733,0.626998062387692,0.867506013462688,0.316576256155679,2.94849389791238,0.0231209649397334,0.0621062846920318,0.283100805774835,0.861709125282947,0.813268307676077,4.67985629174053e-05,0.498980645591864,0.495820261071434,0.033575161980153,0.162899109997893,1.79080091204944,0.779865009821198,1.9680826772293,0.0785289416737717,1.96274324893204,0.163517836822393,0.391065286212177,0.0172446339177102,0.195906757874223,0.160502010789793,0.00877825524154449,0.0712217716366535,0.221910663909593,0.233211796681958,0.160299382812827,0.316594247722649,2.83576071723777,0.937445713217452,1.07261728612272,0.167814438722613,0.0624772657705212,0.0623136812741765,0.0670077458460088,1.03755131968764,0.948291068809672,0.081944372813023,0.000890164590215814,0.567464428445436,0.0573455947375476,0.125720528206564,0.124398899300829,1.42363443226131,9.59077304947295e-06,0.000207729074264488,1.44308173193175,16.7829881961208,1.71032002675614,0.388508406764936,2.63424188060992e-07,4.14809496654252e-07,5.79812996630855e-13,3.65329304493221e-13,1.25917685673065e-11,3.01690128550359e-13,3.16560519362907e-14,43.4879558950776,4.03775565601701,2.73990792083568,0.00264449056888487
0.00310158283922457,0.584669694739968,1.72882323764851,1.8535326197223,0.262424618623654,0.0115146749234867,0.501916301214572,0.00749371646008496,1.23904140326278,0.167588780520187,2.24627604981999,11.4360529681457,2.59370916217428,41.7266096650277,2.78846417458037,10.9125851994744,0.838138739967528,2.73065326227017,6.86155416977575,0.218385066849405,0.970117802492405,0.00125119237343847,1.95435946898214,1.42538343557938,0.0876271645542802,0.724335333489095,0.534249785344173,0.0154641061916634,0.60113481427235,0.16465143877835,1.18824232657503,1.10468560332462,0.0187154802195624,0.0859977863093683,0.362563301569795,1.667543883327,0.000695795566651281,0.0358303260897174,0.0743520503660212,0.163602692033195,0.00676059830415288,0.00456430264819287,0.0389933827800412,0.0228937557854543,0.0298299284807306,0.00333335332375284,4.49126998404605e-06,4.97570518149134e-06,0.000224482686781453,4.25070309043426e-05,2.63143893698586e-07,3.15967345866512e-06,5.9206106137018e-06,3.00509695850442e-09,7.35891592392672e-11,1.21525928361998e-15,2.38183158864689e-16,1.02968865185733e-16,2.23884897281386e-16,5.72619784562886e-17,2.35926418187436e-29,3.08148791101958e-29,5.30834440921731e-31,8.06906342178451e-32
0.563670665263174,0.228735914797899,0.38764002673507,0.898357015548478,3.55053326041174,1.35342329656503,0.00663837537031653,0.0134431899275601,20.0741757355844,9.43736243726866,0.71449736449554,0.140674525630709,0.252536990856373,0.00551189115443854,0.948168721320666,1.22818724363419,0.530148722848028,1.86673065873702,0.480765018233991,0.0215156282062233,0.145649363632513,10.0869099418022,0.0024703271117753,0.261192769447939,7.21539227847912,2.37323691007947,1.9510572644286,2.45764995599995,4.01837299137739,13.6001097639105,0.486516339332541,0.7474098564719,0.293142913600683,1.91425954180087,0.112310800164037,0.401906168048198,0.125521974173068,0.00715345306631233,0.0198305699454513,1.54244046814389,0.0237479121327741,1.67798685841253,6.69566311107825,0.00203565590212245,0.621758533360365,0.000100816109746808,0.506969923167916,0.00341249706253118,0.00272437002777727,4.85098656398862e-05,0.000136613603059814,2.72778560256774e-05,0.000137573617653521,1.3762231933581e-08,4.35551898198746e-10,2.53596959301327e-15,1.84403155195881e-15,1.61779368963749e-17,1.98063454072254e-15,1.49977861220785e-14,1.82849744942724e-29,2.42416292405671e-27,5.57514970042741e-28,2.34080285988289e-29
0.0274805344070165,0.258079951216371,1.48693829628649,0.0417655947079447,0.219196726606227,6.93131322567145,2.4257381532142,19.1265704699975,6.32993576036921,0.431007700296307,2.35921675127837,5.75121168907819,0.243090347077925,0.235826292145539,0.090947407843883,1.1599702998794,0.00429517859078273,0.322327875560722,0.00606369608685352,0.00277773504041634,3.60831037580056,0.000218344414284978,0.394569445175683,0.0537821711529469,0.0208332982364081,0.548602263777801,1.10342489505819,0.672859927986472,0.134809090766376,0.0835159755556518,0.277075833025706,1.42871076021937,0.000477018855009724,0.0194256917342731,8.80072420846028,26.8972986454715,0.107348343077896,0.15491302600741,3.0349714196795,3.87598874580815,0.00856545139908025,0.0615838808924238,1.18970426564361,6.47374623794507e-05,0.0387160004650597,0.00170319999288037,0.0224736563298137,6.87400229182642e-05,0.00529282244286237,9.50249595005698e-05,1.9939530971006e-05,5.27010832520382e-05,4.64088884474202e-05,5.22259509897535e-09,4.59500089791023e-11,4.09986431026833e-14,9.05604456847637e-17,5.21822538261765e-18,2.5327047137851e-15,2.03083332743904e-15,8.69677740512362e-32,1.21436672648986e-28,9.48106723599223e-30,8.34079547136639e-32
